match_date,Venue,GF,GA,xG,xGA
2022-08-06,Home,0,1,0.7,1.5
2022-08-13,Away,1,2,1.6,2.3
2022-08-20,Home,1,1,1.5,1.0
2022-08-27,Away,1,1,1.1,2.1
2022-08-30,Away,1,1,1.0,1.0
2022-09-03,Home,0,0,1.7,2.1
2022-09-18,Home,1,0,0.4,1.0
2022-10-01,Away,2,1,2.0,1.7
2022-10-09,Home,1,2,0.6,1.4
2022-10-15,Away,0,2,0.4,2.2
2022-10-19,Away,0,1,0.2,1.5
2022-10-22,Home,3,0,1.4,0.9
2022-10-29,Away,0,0,0.9,1.9
2022-11-05,Home,0,2,1.2,2.3
2022-11-12,Away,0,3,0.8,2.4
2022-12-26,Home,1,2,1.7,0.8
2022-12-31,Away,1,1,0.1,1.7
2023-01-03,Home,1,4,1.3,2.2
2023-01-14,Home,1,2,1.4,1.2
2023-01-21,Away,0,2,0.5,2.2
2023-02-04,Home,1,0,1.7,0.9
2023-02-13,Away,0,2,0.4,2.3
2023-02-18,Home,1,0,1.4,0.5
2023-02-25,Home,0,2,1.6,1.9
2023-03-01,Away,0,4,1.2,2.6
2023-03-05,Away,2,2,1.7,0.8
2023-03-11,Home,1,0,1.0,2.0
2023-03-18,Away,2,2,1.2,2.3
2023-04-03,Home,1,1,0.9,1.4
2023-04-08,Away,0,2,1.0,3.4
2023-04-15,Home,1,3,1.4,1.8
2023-04-22,Away,0,0,0.4,0.5
2023-04-27,Home,1,4,0.9,2.4
2023-05-01,Away,2,2,3.1,3.4
2023-05-08,Away,5,1,2.3,3.2
2023-05-14,Home,0,3,1.6,0.8
2023-05-20,Away,1,1,2.0,1.6
2023-05-28,Home,1,0,1.0,0.5
