match_date,Venue,GF,GA,xG,xGA
2022-08-06,Away,1,4,0.5,1.5
2022-08-13,Home,2,2,1.2,1.8
2022-08-20,Away,2,1,0.9,0.3
2022-08-27,Home,0,1,1.4,1.1
2022-08-30,Home,2,1,1.1,1.1
2022-09-03,Away,0,1,1.2,0.8
2022-09-16,Away,0,1,0.3,1.5
2022-10-01,Home,1,2,1.7,2.0
2022-10-08,Away,0,4,0.2,2.4
2022-10-16,Home,1,1,0.5,1.7
2022-10-19,Away,1,0,1.0,1.0
2022-10-23,Home,1,1,0.7,1.0
2022-10-29,Away,0,1,1.3,0.9
2022-11-06,Home,1,4,1.7,0.9
2022-11-12,Away,1,3,1.1,1.9
2022-12-26,Home,1,3,1.9,0.6
2022-12-31,Away,1,2,0.8,1.5
2023-01-04,Home,0,1,0.5,1.4
2023-01-14,Away,2,1,1.2,1.4
2023-01-21,Home,0,1,0.6,1.4
2023-02-04,Away,0,3,0.7,2.2
2023-02-11,Home,1,2,1.1,0.8
2023-02-18,Away,1,0,0.6,1.6
2023-02-25,Away,0,1,0.4,0.9
2023-03-04,Home,1,0,1.4,1.9
2023-03-12,Away,0,0,1.0,0.8
2023-03-15,Home,0,2,0.5,1.9
2023-03-18,Home,3,3,2.4,2.3
2023-04-02,Away,0,1,0.3,1.4
2023-04-08,Home,1,4,0.4,2.9
2023-04-15,Home,0,2,0.8,0.9
2023-04-21,Away,3,3,1.3,2.5
2023-04-27,Home,0,1,0.5,0.9
2023-04-30,Away,1,3,0.8,4.3
2023-05-08,Away,3,4,3.1,1.8
2023-05-13,Home,0,2,0.4,1.4
2023-05-21,Away,1,3,0.6,2.5
2023-05-28,Home,4,4,1.8,4.0
