match_date,Venue,GF,GA,xG,xGA
2022-08-06,Away,1,2,1.3,0.8
2022-08-13,Home,0,0,0.9,1.5
2022-08-20,Away,0,1,0.7,1.7
2022-08-28,Home,1,1,0.7,1.7
2022-08-31,Away,0,0,1.5,0.4
2022-09-03,Home,1,0,0.8,1.2
2022-09-17,Home,0,3,0.4,1.1
2022-10-01,Away,0,2,0.7,0.9
2022-10-08,Away,0,3,1.1,1.9
2022-10-15,Home,1,0,1.3,1.5
2022-10-18,Away,1,2,0.8,1.2
2022-10-23,Home,0,4,2.1,0.9
2022-10-29,Away,1,1,0.6,1.4
2022-11-05,Home,2,3,1.2,1.5
2022-11-12,Home,0,2,0.7,2.1
2022-12-26,Away,2,1,0.8,1.7
2022-12-31,Home,0,1,0.7,2.0
2023-01-04,Away,1,1,0.9,1.8
2023-01-14,Home,1,0,0.9,1.1
2023-01-22,Away,0,3,0.8,2.8
2023-02-04,Home,3,0,2.0,1.8
2023-02-11,Away,2,1,0.8,1.1
2023-02-18,Home,0,1,1.3,1.1
2023-02-24,Away,1,1,0.8,0.5
2023-03-01,Away,0,2,0.8,2.6
2023-03-04,Home,1,0,0.5,1.2
2023-03-12,Away,1,2,1.1,1.8
2023-03-18,Home,2,4,2.7,1.6
2023-04-01,Away,1,1,0.5,1.3
2023-04-08,Home,1,0,0.6,1.1
2023-04-15,Home,2,0,0.8,1.1
2023-04-22,Away,1,2,0.9,2.4
2023-04-25,Home,2,0,1.4,0.8
2023-04-29,Away,0,6,0.8,3.3
2023-05-06,Home,1,0,0.8,1.5
2023-05-13,Away,0,2,0.3,3.2
2023-05-20,Home,1,1,1.6,2.0
2023-05-28,Away,0,5,0.5,2.8
