match_date,Venue,GF,GA,xG,xGA
2022-08-07,Home,2,2,0.6,0.8
2022-08-13,Away,2,4,0.5,2.7
2022-08-20,Home,1,2,0.3,0.9
2022-08-27,Away,1,2,2.5,1.8
2022-09-01,Home,0,1,0.7,1.5
2022-09-04,Away,2,5,1.4,2.6
2022-09-17,Away,2,6,1.8,2.2
2022-10-03,Home,4,0,1.3,1.1
2022-10-08,Away,1,2,1.0,1.1
2022-10-15,Home,0,0,1.0,0.4
2022-10-20,Home,2,0,0.8,1.3
2022-10-23,Away,4,0,0.9,2.1
2022-10-29,Home,0,1,0.7,1.0
2022-11-05,Away,2,0,2.3,1.2
2022-11-12,Away,2,0,1.8,1.4
2022-12-26,Home,0,3,0.5,1.9
2022-12-30,Away,1,2,1.0,2.2
2023-01-03,Home,0,1,1.7,1.7
2023-01-14,Away,0,2,1.0,2.4
2023-01-21,Home,2,2,0.9,1.7
2023-02-04,Away,4,2,2.6,1.7
2023-02-11,Home,4,1,1.7,1.3
2023-02-19,Away,0,3,1.6,4.4
2023-02-25,Home,0,1,0.0,0.7
2023-03-04,Away,0,1,1.9,1.4
2023-03-11,Home,1,3,2.4,1.6
2023-03-18,Away,1,1,1.3,0.6
2023-04-01,Away,1,2,0.2,2.3
2023-04-04,Home,1,2,0.5,1.0
2023-04-08,Home,0,1,0.7,2.0
2023-04-15,Away,1,3,2.3,1.6
2023-04-22,Home,2,1,2.4,0.9
2023-04-25,Away,1,1,2.1,1.5
2023-05-01,Home,2,2,3.4,3.1
2023-05-08,Away,3,5,2.8,1.6
2023-05-15,Home,0,3,0.4,2.2
2023-05-22,Away,0,0,0.1,2.1
2023-05-28,Home,2,1,1.4,1.4
