match_date,Venue,GF,GA,xG,xGA
2022-08-07,Away,2,0,2.2,0.5
2022-08-13,Home,4,0,1.7,0.1
2022-08-21,Away,3,3,2.1,1.8
2022-08-27,Home,4,2,2.2,0.1
2022-08-31,Home,6,0,3.3,0.7
2022-09-03,Away,1,1,2.1,0.3
2022-09-17,Away,3,0,1.1,0.4
2022-10-02,Home,6,3,3.2,1.7
2022-10-08,Home,4,0,2.4,0.2
2022-10-16,Away,0,1,1.0,2.1
2022-10-22,Home,3,1,1.6,0.5
2022-10-29,Away,1,0,1.0,0.7
2022-11-05,Home,2,1,2.1,1.0
2022-11-12,Home,1,2,1.6,1.3
2022-12-28,Away,3,1,4.3,0.6
2022-12-31,Home,1,1,1.7,0.1
2023-01-05,Away,1,0,2.0,0.4
2023-01-14,Away,1,2,0.6,1.7
2023-01-19,Home,4,2,2.3,0.8
2023-01-22,Home,3,0,2.8,0.8
2023-02-05,Away,0,1,1.3,1.4
2023-02-12,Home,3,1,3.3,0.3
2023-02-15,Away,3,1,1.8,1.6
2023-02-18,Away,1,1,2.4,0.9
2023-02-25,Away,4,1,2.4,1.0
2023-03-04,Home,2,0,1.3,0.4
2023-03-11,Away,1,0,2.1,0.2
2023-04-01,Home,4,1,2.9,0.3
2023-04-08,Away,4,1,2.9,0.4
2023-04-15,Home,3,1,1.6,2.3
2023-04-26,Home,4,1,2.5,0.5
2023-04-30,Away,2,1,2.5,0.2
2023-05-03,Home,3,0,2.3,0.4
2023-05-06,Home,2,1,2.6,0.2
2023-05-14,Away,3,0,0.8,1.6
2023-05-21,Home,1,0,1.2,1.2
2023-05-24,Away,1,1,1.8,2.2
2023-05-28,Away,0,1,1.6,1.3
