match_date,Venue,GF,GA,xG,xGA
2022-08-06,Home,2,0,1.7,0.3
2022-08-13,Away,0,0,0.2,1.5
2022-08-21,Home,3,3,1.8,2.1
2022-08-28,Away,1,1,1.7,0.7
2022-08-31,Away,1,2,0.7,1.5
2022-09-03,Home,0,0,2.8,1.0
2022-09-17,Home,1,1,1.9,0.7
2022-10-01,Away,4,1,3.3,0.5
2022-10-08,Home,5,1,1.5,1.2
2022-10-16,Away,0,0,0.8,0.8
2022-10-19,Home,1,0,1.5,0.2
2022-10-23,Away,2,1,1.2,1.6
2022-10-29,Home,4,0,3.4,0.4
2022-11-06,Away,4,1,0.9,1.7
2022-11-12,Home,1,0,1.0,0.3
2022-12-26,Away,3,0,1.9,0.5
2022-12-31,Home,0,0,2.2,0.4
2023-01-03,Away,0,0,1.0,1.1
2023-01-15,Home,1,0,2.2,1.1
2023-01-21,Away,0,0,1.2,0.3
2023-02-04,Home,1,1,1.0,1.0
2023-02-11,Away,1,1,1.3,1.5
2023-02-18,Home,0,2,2.0,1.9
2023-03-04,Away,0,2,0.4,1.3
2023-03-12,Home,2,1,1.8,1.1
2023-03-17,Away,2,1,2.4,0.4
2023-04-02,Home,2,0,3.7,0.4
2023-04-05,Away,5,1,3.3,1.0
2023-04-08,Away,2,1,1.3,2.6
2023-04-15,Away,0,3,0.5,1.9
2023-04-23,Home,6,1,3.7,1.0
2023-04-27,Away,4,1,2.4,0.9
2023-04-30,Home,3,1,4.3,0.8
2023-05-07,Home,0,2,1.3,1.3
2023-05-13,Away,2,2,2.4,2.1
2023-05-18,Home,4,1,3.6,0.5
2023-05-22,Home,0,0,2.1,0.1
2023-05-28,Away,1,1,1.7,2.2
