match_date,Venue,GF,GA,xG,xGA
2022-08-06,Home,2,1,0.8,1.3
2022-08-13,Away,2,2,1.8,1.2
2022-08-21,Home,3,0,2.1,0.9
2022-08-27,Away,0,1,1.8,2.0
2022-08-30,Home,1,1,1.0,1.0
2022-09-03,Away,2,5,1.7,2.3
2022-10-02,Home,0,0,0.4,2.2
2022-10-09,Away,1,2,1.0,1.1
2022-10-16,Home,0,1,1.8,0.5
2022-10-20,Away,0,2,1.3,0.8
2022-10-23,Home,2,3,1.6,1.8
2022-10-29,Away,2,1,1.8,1.7
2022-11-05,Home,4,3,2.2,1.5
2022-11-12,Away,3,4,1.1,1.8
2022-12-28,Home,1,3,0.6,4.3
2022-12-31,Away,0,0,0.4,2.2
2023-01-04,Home,2,2,1.6,1.4
2023-01-13,Away,1,2,2.4,1.2
2023-01-22,Home,0,0,0.5,0.4
2023-02-05,Away,0,1,0.9,0.4
2023-02-08,Away,2,2,0.6,2.0
2023-02-12,Home,0,2,1.8,1.1
2023-02-18,Away,0,1,0.5,1.4
2023-02-25,Home,1,0,0.9,0.4
2023-03-04,Away,0,1,1.0,1.5
2023-03-11,Home,2,2,0.9,2.7
2023-03-18,Away,4,2,1.6,2.7
2023-04-01,Away,1,4,0.7,3.8
2023-04-04,Home,2,1,1.8,0.8
2023-04-09,Home,1,5,0.9,3.0
2023-04-17,Home,1,6,1.4,2.7
2023-04-22,Away,1,2,0.8,1.7
2023-04-25,Home,1,1,1.5,2.1
2023-04-30,Away,1,4,1.6,1.9
2023-05-06,Away,1,2,0.2,2.6
2023-05-13,Home,2,2,2.1,2.4
2023-05-21,Away,1,3,0.9,2.1
2023-05-28,Home,1,4,1.5,2.2
