match_date,Venue,GF,GA,xG,xGA
2022-08-06,Away,2,2,1.2,1.2
2022-08-15,Home,1,1,2.0,1.0
2022-08-22,Away,1,2,1.3,1.8
2022-08-27,Home,9,0,3.3,0.3
2022-08-31,Home,2,1,1.5,0.7
2022-09-03,Away,0,0,2.1,1.7
2022-10-01,Home,3,3,1.5,1.4
2022-10-09,Away,2,3,1.1,2.7
2022-10-16,Home,1,0,2.1,1.0
2022-10-19,Home,1,0,1.7,1.7
2022-10-22,Away,0,1,1.6,1.9
2022-10-29,Home,1,2,1.7,1.8
2022-11-06,Away,2,1,1.2,1.2
2022-11-12,Home,3,1,1.9,1.1
2022-12-26,Away,3,1,2.7,1.4
2022-12-30,Home,2,1,2.2,1.0
2023-01-02,Away,1,3,2.0,1.7
2023-01-14,Away,0,3,1.0,1.9
2023-01-21,Home,0,0,1.4,1.6
2023-02-04,Away,0,3,1.8,2.0
2023-02-13,Home,2,0,2.3,0.4
2023-02-18,Away,2,0,1.9,2.0
2023-02-25,Away,0,0,0.9,0.7
2023-03-01,Home,2,0,2.6,0.8
2023-03-05,Home,7,0,2.8,0.8
2023-03-11,Away,0,1,1.7,0.9
2023-04-01,Away,1,4,0.3,2.9
2023-04-04,Away,0,0,0.3,2.2
2023-04-09,Home,2,2,3.9,1.4
2023-04-17,Away,6,1,2.7,1.4
2023-04-22,Home,3,2,2.8,0.9
2023-04-26,Away,2,1,1.9,0.8
2023-04-30,Home,4,3,2.2,2.0
2023-05-03,Home,1,0,1.8,0.9
2023-05-06,Home,1,0,2.2,0.2
2023-05-15,Away,3,0,2.2,0.4
2023-05-20,Home,1,1,0.7,1.3
2023-05-28,Away,4,4,4.0,1.8
