match_date,Venue,GF,GA,xG,xGA
2022-08-06,Home,2,2,1.2,1.2
2022-08-13,Away,0,0,1.5,0.9
2022-08-20,Home,3,2,2.4,1.8
2022-08-27,Away,1,2,0.8,2.6
2022-08-30,Home,2,1,0.7,1.4
2022-09-03,Away,1,2,0.7,2.9
2022-09-16,Away,3,2,0.9,1.4
2022-10-01,Home,1,4,0.5,3.3
2022-10-09,Away,1,3,0.7,2.4
2022-10-15,Home,2,2,2.1,1.0
2022-10-20,Home,3,0,2.1,1.2
2022-10-23,Away,3,2,1.8,1.6
2022-10-29,Home,0,0,1.9,0.9
2022-11-05,Away,1,2,1.0,2.1
2022-11-13,Home,1,2,1.4,2.5
2022-12-26,Away,3,0,2.5,0.4
2022-12-31,Home,2,1,1.5,0.8
2023-01-03,Away,1,0,1.7,1.7
2023-01-12,Home,2,1,1.0,2.1
2023-01-15,Away,0,1,1.1,2.2
2023-01-23,Home,0,1,1.0,0.9
2023-02-03,Away,0,0,0.6,1.3
2023-02-11,Home,2,0,1.5,0.7
2023-02-18,Away,1,0,0.3,2.2
2023-02-24,Home,1,1,0.5,0.8
2023-03-06,Away,2,3,1.4,2.2
2023-03-12,Home,0,3,0.8,2.3
2023-04-01,Away,1,2,0.8,2.6
2023-04-08,Home,0,1,0.7,1.1
2023-04-15,Away,3,1,1.8,1.4
2023-04-22,Home,2,1,1.7,0.8
2023-04-25,Away,0,1,0.1,1.0
2023-04-30,Home,1,2,0.2,2.5
2023-05-03,Away,0,1,0.9,1.8
2023-05-08,Home,5,3,1.6,2.8
2023-05-13,Away,2,0,1.4,0.4
2023-05-20,Home,2,2,1.7,1.6
2023-05-28,Away,1,2,1.8,2.9
