match_date,Venue,GF,GA,xG,xGA
2020-09-21,Away,3,1,1.9,0.6
2020-09-27,Home,2,5,0.9,2.9
2020-10-03,Away,1,1,1.2,2.4
2020-10-17,Home,1,0,1.3,0.9
2020-10-24,Away,1,1,1.0,0.3
2020-10-31,Away,1,0,1.6,0.5
2020-11-08,Home,1,1,1.4,1.2
2020-11-21,Away,0,2,1.4,0.7
2020-11-28,Home,5,0,1.7,0.5
2020-12-05,Home,2,0,2.9,0.3
2020-12-12,Away,0,0,1.3,0.6
2020-12-15,Home,1,1,2.2,0.4
2020-12-19,Away,1,0,0.9,0.7
2020-12-26,Home,2,0,3.0,0.3
2021-01-03,Away,3,1,2.7,0.8
2021-01-13,Home,1,0,2.0,0.2
2021-01-17,Home,4,0,0.7,0.1
2021-01-20,Home,2,0,3.4,0.6
2021-01-26,Away,5,0,1.8,0.5
2021-01-30,Home,1,0,1.5,0.2
2021-02-03,Away,2,0,2.0,0.1
2021-02-07,Away,4,1,3.5,1.2
2021-02-13,Home,3,0,2.2,0.3
2021-02-17,Away,3,1,1.0,1.0
2021-02-21,Away,1,0,1.8,0.3
2021-02-27,Home,2,1,0.5,1.5
2021-03-02,Home,4,1,3.3,0.3
2021-03-07,Home,0,2,1.3,1.7
2021-03-10,Home,5,2,2.6,1.6
2021-03-13,Away,3,0,2.2,0.3
2021-04-03,Away,2,0,1.4,0.3
2021-04-10,Home,1,2,2.1,0.1
2021-04-21,Away,2,1,1.2,0.7
2021-05-01,Away,2,0,1.7,0.9
2021-05-08,Home,1,2,1.8,0.7
2021-05-14,Away,4,3,1.5,2.2
2021-05-18,Away,2,3,0.9,1.1
2021-05-23,Home,5,0,2.5,1.1
