match_date,Venue,GF,GA,xG,xGA
2020-09-13,Away,3,0,2.8,0.4
2020-09-20,Home,4,2,1.2,1.4
2020-09-27,Away,5,2,2.9,0.9
2020-10-04,Home,0,3,0.6,2.0
2020-10-18,Home,0,1,0.6,0.7
2020-10-25,Away,1,0,0.7,0.7
2020-11-02,Away,4,1,2.9,2.1
2020-11-08,Home,1,0,2.0,0.8
2020-11-22,Away,0,3,1.6,3.1
2020-11-30,Home,1,2,1.2,2.2
2020-12-06,Away,2,1,1.4,0.2
2020-12-13,Home,3,0,1.5,0.9
2020-12-16,Home,0,2,0.8,1.4
2020-12-20,Away,2,0,1.7,0.7
2020-12-26,Home,2,2,0.9,1.7
2020-12-28,Away,1,1,1.9,0.5
2021-01-03,Away,2,1,0.6,0.5
2021-01-16,Home,2,0,2.2,0.6
2021-01-19,Home,2,0,1.4,0.7
2021-01-27,Away,1,1,1.2,0.5
2021-01-31,Home,1,3,1.8,2.1
2021-02-03,Away,2,0,1.4,0.6
2021-02-07,Away,0,0,0.8,1.1
2021-02-13,Home,3,1,1.9,1.7
2021-02-21,Away,2,1,1.1,1.4
2021-02-28,Home,1,3,0.4,2.3
2021-03-03,Away,1,1,1.2,1.8
2021-03-06,Away,2,1,0.9,0.8
2021-03-14,Home,5,0,4.0,0.1
2021-04-03,Home,0,2,0.3,1.4
2021-04-11,Away,2,3,0.9,0.8
2021-04-22,Home,3,0,2.1,0.5
2021-04-26,Home,2,1,1.5,0.7
2021-04-30,Away,1,1,1.9,0.9
2021-05-07,Home,2,4,2.2,2.7
2021-05-11,Away,2,1,0.9,0.2
2021-05-18,Away,1,2,0.8,3.1
2021-05-23,Home,2,4,1.9,1.5
