match_date,Venue,GF,GA,xG,xGA
2020-09-12,Home,4,3,2.7,0.3
2020-09-20,Away,2,0,2.1,0.9
2020-09-28,Home,3,1,2.7,1.3
2020-10-04,Away,2,7,1.8,2.7
2020-10-17,Away,2,2,2.6,1.2
2020-10-24,Home,2,1,2.3,1.6
2020-10-31,Home,2,1,1.7,0.3
2020-11-08,Away,1,1,1.2,1.4
2020-11-22,Home,3,0,3.1,1.6
2020-11-28,Away,1,1,0.2,2.3
2020-12-06,Home,4,0,1.2,0.4
2020-12-13,Away,1,1,1.8,1.5
2020-12-16,Home,2,1,1.0,1.1
2020-12-19,Away,7,0,2.5,0.3
2020-12-27,Home,1,1,1.5,0.6
2020-12-30,Away,0,0,1.4,0.5
2021-01-04,Away,0,1,1.5,0.4
2021-01-17,Home,0,0,1.2,1.1
2021-01-21,Home,0,1,1.6,1.1
2021-01-28,Away,3,1,2.5,0.1
2021-01-31,Away,3,1,2.0,0.8
2021-02-03,Home,0,1,1.0,1.3
2021-02-07,Home,1,4,1.2,3.5
2021-02-13,Away,1,3,1.7,1.9
2021-02-20,Home,0,2,1.4,1.6
2021-02-28,Away,2,0,2.7,0.7
2021-03-04,Home,0,1,0.3,1.0
2021-03-07,Home,0,1,0.9,1.3
2021-03-15,Away,1,0,0.9,1.1
2021-04-03,Away,3,0,2.4,0.1
2021-04-10,Home,2,1,2.3,0.5
2021-04-19,Away,1,1,1.4,2.3
2021-04-24,Home,1,1,2.4,1.0
2021-05-08,Home,2,0,1.7,1.1
2021-05-13,Away,4,2,2.7,1.9
2021-05-16,Away,2,1,1.9,1.0
2021-05-19,Away,3,0,2.6,0.8
2021-05-23,Home,2,0,1.6,0.6
