match_date,Venue,GF,GA,xG,xGA
2020-09-14,Away,3,1,1.2,1.1
2020-09-20,Home,0,2,0.9,2.1
2020-09-26,Away,3,3,2.0,0.6
2020-10-03,Home,4,0,2.7,0.2
2020-10-17,Home,3,3,1.8,1.9
2020-10-24,Away,0,0,0.2,0.6
2020-10-31,Away,3,0,0.9,0.5
2020-11-07,Home,4,1,2.2,0.4
2020-11-21,Away,2,0,1.5,0.3
2020-11-29,Home,0,0,0.8,0.2
2020-12-05,Home,3,1,4.1,0.8
2020-12-12,Away,0,1,0.7,1.2
2020-12-15,Away,1,2,1.0,0.5
2020-12-21,Home,3,0,2.0,0.4
2020-12-26,Away,1,3,2.6,2.0
2020-12-28,Home,1,1,1.7,0.7
2021-01-03,Home,1,3,0.8,2.7
2021-01-16,Away,1,0,1.6,0.7
2021-01-19,Away,0,2,0.7,1.4
2021-01-27,Home,0,0,0.7,0.5
2021-01-31,Home,2,0,1.2,0.2
2021-02-04,Away,1,0,1.6,0.6
2021-02-07,Away,2,1,1.6,0.6
2021-02-15,Home,2,0,2.2,0.6
2021-02-20,Away,1,1,1.2,0.6
2021-02-28,Home,0,0,1.1,0.4
2021-03-04,Away,1,0,1.0,0.3
2021-03-08,Home,2,0,2.4,0.3
2021-03-13,Away,0,0,1.0,0.4
2021-04-03,Home,2,5,2.1,1.6
2021-04-10,Away,4,1,3.1,0.4
2021-04-20,Home,0,0,0.7,0.5
2021-04-24,Away,1,0,2.5,0.4
2021-05-01,Home,2,0,1.7,0.3
2021-05-08,Away,2,1,0.7,1.8
2021-05-12,Home,0,1,1.8,0.6
2021-05-18,Home,2,1,3.1,0.8
2021-05-23,Away,1,2,3.3,1.1
