match_date,Venue,GF,GA,xG,xGA
2020-09-12,Away,3,0,1.9,0.1
2020-09-19,Home,2,1,1.1,2.0
2020-09-28,Away,1,3,1.3,2.7
2020-10-04,Home,2,1,0.6,0.2
2020-10-17,Away,0,1,0.9,1.3
2020-10-25,Home,0,1,0.7,0.7
2020-11-01,Away,1,0,1.0,0.4
2020-11-08,Home,0,3,1.5,1.8
2020-11-22,Away,0,0,0.9,1.8
2020-11-29,Home,1,2,1.5,1.8
2020-12-06,Away,0,2,0.6,0.3
2020-12-13,Home,0,1,1.6,1.4
2020-12-16,Home,1,1,0.6,1.2
2020-12-19,Away,1,2,1.4,0.6
2020-12-26,Home,3,1,2.0,2.6
2020-12-29,Away,1,0,1.1,0.8
2021-01-02,Away,4,0,3.7,1.0
2021-01-14,Home,0,0,0.4,0.8
2021-01-18,Home,3,0,2.4,0.2
2021-01-26,Away,3,1,2.2,0.8
2021-01-30,Home,0,0,0.9,1.6
2021-02-02,Away,1,2,0.8,1.5
2021-02-06,Away,0,1,0.8,1.2
2021-02-14,Home,4,2,2.3,0.9
2021-02-21,Home,0,1,0.3,1.8
2021-02-28,Away,3,1,2.3,0.4
2021-03-06,Away,1,1,2.5,1.1
2021-03-14,Home,2,1,1.7,0.4
2021-03-21,Away,3,3,1.4,2.4
2021-04-03,Home,0,3,0.1,2.4
2021-04-11,Away,3,0,1.7,0.3
2021-04-18,Home,1,1,2.7,0.9
2021-04-23,Home,0,1,0.8,0.5
2021-05-02,Away,2,0,2.0,0.3
2021-05-09,Home,3,1,0.9,1.8
2021-05-12,Away,1,0,0.6,1.8
2021-05-19,Away,3,1,1.8,1.0
2021-05-23,Home,2,0,0.8,0.2
