match_date,Venue,GF,GA,xG,xGA
2020-09-21,Home,1,0,1.0,0.9
2020-09-28,Away,3,0,1.4,0.7
2020-10-04,Home,7,2,2.7,1.8
2020-10-18,Away,1,0,0.7,0.6
2020-10-23,Home,0,3,1.4,2.7
2020-11-01,Home,3,4,1.9,0.7
2020-11-08,Away,3,0,1.8,1.5
2020-11-21,Home,1,2,1.5,1.4
2020-11-30,Away,1,2,2.5,0.4
2020-12-12,Away,1,0,1.4,1.1
2020-12-17,Home,0,0,1.5,0.3
2020-12-20,Away,3,0,2.4,0.0
2020-12-26,Home,3,0,3.9,0.9
2020-12-28,Away,1,1,0.7,1.7
2021-01-01,Away,1,2,1.4,2.1
2021-01-20,Away,0,2,0.6,3.4
2021-01-23,Home,2,0,2.3,0.5
2021-01-27,Away,2,3,2.2,0.5
2021-01-30,Away,1,0,0.6,1.9
2021-02-03,Home,1,3,0.7,1.7
2021-02-06,Home,1,0,1.2,0.8
2021-02-13,Away,0,0,0.1,2.2
2021-02-21,Home,1,2,1.4,1.1
2021-02-27,Away,1,0,0.7,0.9
2021-03-03,Away,0,1,2.3,0.9
2021-03-06,Home,0,0,0.6,1.6
2021-03-12,Away,1,1,0.9,1.5
2021-03-21,Home,0,2,0.4,1.8
2021-04-04,Home,3,1,1.5,1.0
2021-04-10,Away,1,2,0.5,2.3
2021-04-21,Home,1,2,0.7,1.2
2021-04-25,Home,2,2,3.2,1.5
2021-05-01,Away,2,1,1.6,1.0
2021-05-09,Home,1,3,0.5,1.7
2021-05-13,Home,0,0,0.6,1.0
2021-05-16,Away,2,3,1.4,1.9
2021-05-19,Away,2,1,1.4,0.8
2021-05-23,Home,2,1,1.1,3.3
