match_date,Venue,GF,GA,xG,xGA
2020-09-13,Away,1,0,1.2,1.1
2020-09-19,Home,5,2,3.9,0.3
2020-09-26,Away,2,1,1.9,0.4
2020-10-03,Home,4,2,1.6,1.3
2020-10-17,Home,2,2,1.2,2.6
2020-10-25,Away,0,2,0.4,0.7
2020-11-01,Away,1,2,1.5,2.9
2020-11-07,Home,1,3,0.4,1.5
2020-11-22,Away,3,2,2.0,1.9
2020-11-28,Home,0,1,1.2,2.9
2020-12-05,Away,1,1,2.2,0.8
2020-12-12,Home,1,0,1.2,0.7
2020-12-16,Away,2,0,1.4,0.8
2020-12-19,Home,2,1,0.6,1.4
2020-12-26,Away,1,0,0.7,1.4
2021-01-01,Home,0,1,0.4,1.3
2021-01-12,Away,2,1,0.6,0.7
2021-01-27,Home,1,1,0.5,1.2
2021-01-30,Home,0,2,0.8,1.7
2021-02-03,Away,2,1,1.6,1.3
2021-02-06,Away,3,3,1.5,1.8
2021-02-14,Home,0,2,0.3,2.5
2021-02-17,Home,1,3,1.0,1.0
2021-02-20,Away,2,0,1.6,1.4
2021-03-01,Home,1,0,1.2,0.6
2021-03-04,Away,1,0,1.0,1.0
2021-03-08,Away,0,2,0.3,2.4
2021-03-13,Home,1,2,1.5,0.8
2021-04-05,Home,1,1,2.5,0.7
2021-04-12,Away,0,0,0.4,1.2
2021-04-16,Home,2,2,1.8,1.4
2021-04-23,Away,1,0,0.5,0.8
2021-05-01,Home,1,2,1.0,1.6
2021-05-09,Away,1,0,1.5,1.3
2021-05-13,Away,0,0,1.0,0.6
2021-05-16,Home,0,1,1.4,1.2
2021-05-19,Home,1,0,0.7,0.3
2021-05-23,Away,0,5,1.1,2.5
