match_date,Venue,GF,GA,xG,xGA
2020-09-13,Home,0,1,1.1,1.2
2020-09-20,Away,5,2,2.1,2.0
2020-09-27,Home,1,1,2.9,1.0
2020-10-04,Away,6,1,3.4,0.9
2020-10-18,Home,3,3,1.7,1.9
2020-10-26,Away,1,0,0.6,1.0
2020-11-01,Home,2,1,1.7,0.3
2020-11-08,Away,1,0,1.9,0.8
2020-11-21,Home,2,0,0.7,1.4
2020-11-29,Away,0,0,0.2,0.8
2020-12-06,Home,2,0,0.3,0.6
2020-12-13,Away,1,1,0.9,1.6
2020-12-16,Away,1,2,1.1,1.0
2020-12-20,Home,0,2,0.7,1.7
2020-12-27,Away,1,1,0.4,0.9
2021-01-02,Home,3,0,2.6,1.1
2021-01-13,Home,1,1,2.4,1.1
2021-01-17,Away,3,1,1.0,0.9
2021-01-28,Home,1,3,0.1,2.5
2021-01-31,Away,0,1,0.4,1.6
2021-02-04,Home,0,1,0.6,1.6
2021-02-07,Home,2,0,1.5,0.6
2021-02-13,Away,0,3,0.3,2.2
2021-02-21,Away,1,2,1.1,1.1
2021-02-28,Home,4,0,2.1,0.7
2021-03-04,Away,1,0,1.6,0.7
2021-03-07,Home,4,1,2.7,0.5
2021-03-14,Away,1,2,0.4,1.7
2021-03-21,Away,2,0,1.8,0.4
2021-04-04,Away,2,2,2.7,3.4
2021-04-11,Home,1,3,0.9,2.1
2021-04-16,Away,2,2,1.4,1.8
2021-04-21,Home,2,1,1.4,0.8
2021-05-02,Home,4,0,2.2,0.5
2021-05-08,Away,1,3,0.9,2.5
2021-05-16,Home,2,0,3.2,0.9
2021-05-19,Home,1,2,0.8,1.4
2021-05-23,Away,4,2,1.5,1.9
