match_date,Venue,GF,GA,xG,xGA
2020-09-12,Home,0,3,0.1,1.9
2020-09-19,Away,3,4,1.7,1.4
2020-09-28,Home,0,3,0.7,1.4
2020-10-04,Away,0,1,0.9,1.2
2020-10-18,Away,1,1,1.5,1.7
2020-10-24,Home,1,2,1.1,2.5
2020-11-02,Home,2,0,1.5,0.5
2020-11-07,Away,0,1,1.7,1.3
2020-11-22,Home,2,3,1.9,2.0
2020-11-30,Away,2,1,2.2,1.2
2020-12-05,Away,0,2,0.3,2.9
2020-12-13,Home,1,1,1.5,1.8
2020-12-16,Home,0,0,1.0,0.5
2020-12-19,Away,1,1,1.0,1.4
2020-12-26,Home,0,0,0.7,0.2
2021-01-13,Away,1,1,1.1,2.4
2021-01-16,Home,0,1,0.7,1.6
2021-01-20,Home,1,2,0.9,1.7
2021-01-27,Away,0,0,0.5,1.8
2021-01-30,Away,2,2,1.3,1.0
2021-02-03,Home,0,2,0.6,1.4
2021-02-06,Home,0,0,1.5,1.0
2021-02-14,Away,2,0,2.5,0.3
2021-02-17,Away,1,1,0.5,0.9
2021-02-20,Home,1,0,1.2,0.9
2021-02-28,Away,0,0,1.4,0.1
2021-03-04,Home,0,1,0.7,1.6
2021-03-07,Away,1,0,1.3,0.9
2021-03-13,Home,0,3,0.3,2.2
2021-03-19,Home,1,2,1.6,1.3
2021-04-04,Away,1,3,1.0,1.5
2021-04-09,Home,0,1,0.9,0.5
2021-04-18,Away,1,1,0.9,2.7
2021-05-01,Away,0,2,0.3,1.7
2021-05-10,Home,0,2,1.0,1.5
2021-05-15,Away,1,3,0.8,1.6
2021-05-18,Away,1,1,0.9,0.9
2021-05-23,Home,0,2,1.0,1.3
