match_date,Venue,GF,GA,xG,xGA
2020-09-12,Away,3,4,0.3,2.7
2020-09-19,Home,4,3,1.4,1.7
2020-09-27,Away,1,0,1.2,1.4
2020-10-03,Home,1,1,2.4,1.2
2020-10-19,Home,0,1,1.0,0.4
2020-10-23,Away,3,0,2.7,1.4
2020-11-02,Home,1,4,2.1,2.9
2020-11-07,Away,1,4,0.8,0.9
2020-11-22,Home,0,0,1.8,0.9
2020-11-28,Away,1,0,2.9,1.2
2020-12-05,Away,1,3,0.8,4.1
2020-12-11,Home,1,2,1.6,1.3
2020-12-16,Home,5,2,2.7,1.5
2020-12-20,Away,2,6,1.8,3.6
2020-12-27,Home,1,0,1.9,1.5
2020-12-29,Away,5,0,1.2,0.5
2021-01-02,Away,0,3,1.1,2.6
2021-01-16,Home,0,1,0.3,1.4
2021-01-26,Away,2,1,0.7,1.4
2021-01-31,Away,3,1,2.1,1.8
2021-02-03,Home,1,2,1.3,1.6
2021-02-08,Home,2,0,1.9,0.4
2021-02-14,Away,2,4,0.9,2.3
2021-02-19,Away,0,1,1.7,0.6
2021-02-23,Home,3,0,1.3,0.9
2021-02-27,Home,0,1,0.9,0.7
2021-03-08,Away,0,2,1.4,1.8
2021-03-13,Home,0,0,0.4,1.0
2021-03-19,Away,2,1,1.3,1.6
2021-04-03,Home,2,1,2.4,1.1
2021-04-10,Away,2,1,0.1,2.1
2021-04-19,Home,1,1,2.3,1.4
2021-04-25,Home,0,0,0.3,1.2
2021-05-01,Away,0,2,0.6,2.3
2021-05-08,Home,3,1,2.5,0.9
2021-05-15,Away,4,0,1.5,1.3
2021-05-18,Away,2,0,1.7,1.6
2021-05-23,Home,3,1,2.3,1.0
