match_date,Venue,GF,GA,xG,xGA
2020-09-12,Away,0,1,0.9,1.1
2020-09-20,Home,2,5,2.0,2.1
2020-09-26,Away,1,0,0.6,0.5
2020-10-04,Home,2,0,1.2,0.2
2020-10-17,Away,3,3,1.9,1.8
2020-10-25,Home,2,0,0.7,0.4
2020-11-01,Away,4,3,0.7,1.9
2020-11-06,Home,2,0,0.7,0.3
2020-11-23,Away,1,1,1.0,1.5
2020-11-29,Home,2,3,0.5,2.1
2020-12-07,Away,2,1,1.4,1.9
2020-12-13,Home,3,0,2.0,0.3
2020-12-16,Away,1,1,1.2,0.6
2020-12-19,Home,0,1,0.7,0.9
2020-12-26,Away,0,0,0.2,0.7
2020-12-29,Home,0,0,0.6,1.2
2021-01-04,Home,1,0,0.4,1.5
2021-01-16,Away,0,2,0.6,2.2
2021-01-26,Home,1,3,0.8,2.2
2021-01-30,Home,0,1,1.9,0.6
2021-02-02,Away,0,9,0.5,4.7
2021-02-06,Away,2,3,1.3,0.7
2021-02-14,Home,1,2,0.8,1.1
2021-02-20,Home,1,1,0.6,1.2
2021-02-23,Away,0,3,0.9,1.3
2021-03-01,Away,0,1,0.6,1.2
2021-03-06,Away,2,0,1.9,0.7
2021-03-10,Away,2,5,1.6,2.6
2021-03-14,Home,1,2,0.6,0.8
2021-04-04,Home,3,2,2.2,1.5
2021-04-12,Away,0,3,1.5,3.0
2021-04-21,Away,1,2,0.8,1.4
2021-04-30,Home,1,1,0.9,1.9
2021-05-08,Away,0,2,1.1,1.7
2021-05-11,Home,3,1,1.2,1.5
2021-05-15,Home,3,1,1.6,0.8
2021-05-18,Home,0,2,1.6,1.7
2021-05-23,Away,0,3,1.5,1.3
