match_date,Venue,GF,GA,xG,xGA
2019-08-11,Home,0,0,0.7,0.7
2019-08-18,Away,1,1,0.8,1.1
2019-08-24,Away,2,1,0.8,0.3
2019-08-31,Home,3,1,2.0,0.6
2019-09-14,Away,0,1,0.6,1.2
2019-09-21,Home,2,1,1.3,1.1
2019-09-29,Home,5,0,1.6,0.1
2019-10-05,Away,1,2,0.1,3.5
2019-10-19,Home,2,1,1.0,1.5
2019-10-25,Away,9,0,4.6,0.3
2019-11-03,Away,2,0,1.1,0.5
2019-11-09,Home,2,0,1.2,1.0
2019-11-23,Away,2,0,3.6,0.6
2019-12-01,Home,2,1,2.2,1.1
2019-12-04,Home,2,0,2.4,0.2
2019-12-08,Away,4,1,4.6,1.2
2019-12-14,Home,1,1,1.1,1.1
2019-12-21,Away,1,3,1.1,3.3
2019-12-26,Home,0,4,0.1,3.2
2019-12-28,Away,2,1,2.5,1.0
2020-01-01,Away,3,0,2.6,0.7
2020-01-11,Home,1,2,0.7,2.1
2020-01-19,Away,1,2,2.5,1.4
2020-01-22,Home,4,1,2.8,1.6
2020-02-01,Home,2,2,1.4,0.6
2020-02-14,Away,0,0,0.7,1.0
2020-02-22,Home,0,1,0.8,2.4
2020-02-28,Away,0,1,1.3,0.6
2020-03-09,Home,4,0,2.1,0.5
2020-06-20,Away,1,1,1.0,1.3
2020-06-23,Home,0,0,0.6,1.1
2020-07-01,Away,1,2,1.8,1.2
2020-07-04,Home,3,0,2.8,0.8
2020-07-07,Away,1,1,0.9,1.1
2020-07-12,Away,1,4,1.5,2.5
2020-07-16,Home,2,0,2.6,0.7
2020-07-19,Away,0,3,1.7,0.8
2020-07-26,Home,0,2,0.8,1.3
