match_date,Venue,GF,GA,xG,xGA
2019-08-10,Away,1,3,0.7,2.4
2019-08-17,Home,1,2,2.0,1.6
2019-08-23,Home,2,0,1.0,1.3
2019-08-31,Away,0,1,0.4,1.4
2019-09-16,Home,0,0,1.3,0.6
2019-09-22,Away,2,3,1.5,2.4
2019-09-28,Home,2,2,1.0,1.5
2019-10-05,Away,5,1,3.0,2.6
2019-10-19,Home,2,1,3.0,1.2
2019-10-26,Away,0,3,1.0,2.9
2019-11-02,Home,1,2,0.4,2.4
2019-11-10,Away,1,2,0.6,2.4
2019-11-25,Home,2,0,2.3,0.6
2019-12-01,Away,2,2,1.2,1.7
2019-12-04,Away,1,2,1.0,1.8
2019-12-08,Home,1,4,1.2,4.6
2019-12-14,Away,0,2,1.1,1.7
2019-12-21,Home,1,3,1.1,2.8
2019-12-26,Home,1,0,0.6,1.2
2019-12-28,Away,0,3,0.6,2.8
2020-01-01,Away,2,1,1.3,2.2
2020-01-12,Home,1,6,1.1,2.8
2020-01-18,Away,1,1,0.6,1.1
2020-01-21,Home,2,1,1.3,1.8
2020-02-01,Away,1,2,1.7,2.2
2020-02-16,Home,2,3,1.8,3.4
2020-02-22,Away,0,2,0.5,2.6
2020-03-09,Away,0,4,0.5,2.1
2020-06-17,Home,0,0,1.4,0.3
2020-06-21,Home,1,2,1.0,1.1
2020-06-24,Away,1,1,1.6,0.9
2020-06-27,Home,0,1,0.6,0.7
2020-07-05,Away,0,2,0.7,0.7
2020-07-09,Home,0,3,0.5,2.3
2020-07-12,Home,2,0,1.7,1.2
2020-07-16,Away,1,1,1.3,0.9
2020-07-21,Home,1,0,0.6,0.6
2020-07-26,Away,1,1,1.0,0.9
