match_date,Venue,GF,GA,xG,xGA
2019-08-11,Away,0,4,1.0,2.2
2019-08-18,Home,1,1,1.1,0.8
2019-08-24,Away,3,2,1.5,1.1
2019-08-31,Home,2,2,2.0,1.1
2019-09-14,Away,5,2,2.7,1.7
2019-09-22,Home,1,2,1.3,0.6
2019-09-28,Home,2,0,3.7,0.6
2019-10-06,Away,4,1,1.7,1.4
2019-10-19,Home,1,0,2.0,0.4
2019-10-26,Away,4,2,0.9,2.1
2019-11-02,Away,2,1,2.1,1.3
2019-11-09,Home,2,0,3.6,0.2
2019-11-23,Away,1,2,0.9,1.0
2019-11-30,Home,0,1,2.3,0.9
2019-12-04,Home,2,1,1.8,1.0
2019-12-07,Away,1,3,1.1,1.8
2019-12-14,Home,0,1,2.1,1.0
2019-12-22,Away,2,0,1.3,0.3
2019-12-26,Home,0,2,0.7,1.1
2019-12-29,Away,2,1,1.4,0.5
2020-01-01,Away,1,1,1.3,1.3
2020-01-11,Home,3,0,2.7,0.8
2020-01-18,Away,0,1,2.4,0.6
2020-01-21,Home,2,2,2.9,0.4
2020-02-01,Away,2,2,0.6,1.4
2020-02-17,Home,0,2,0.9,0.6
2020-02-22,Home,2,1,1.7,0.2
2020-02-29,Away,2,2,1.9,1.4
2020-03-08,Home,4,0,1.8,0.5
2020-06-21,Away,2,1,1.1,1.0
2020-06-25,Home,2,1,3.2,0.8
2020-07-01,Away,2,3,1.6,2.2
2020-07-04,Home,3,0,2.5,0.6
2020-07-07,Away,3,2,1.9,1.5
2020-07-11,Away,0,3,1.2,2.3
2020-07-14,Home,1,0,2.5,0.1
2020-07-22,Away,3,5,2.4,1.7
2020-07-26,Home,2,0,1.4,0.2
