match_date,Venue,GF,GA,xG,xGA
2019-08-11,Away,0,0,0.7,0.7
2019-08-19,Home,1,1,0.3,1.2
2019-08-25,Home,1,1,1.5,1.6
2019-09-01,Away,2,3,2.0,1.3
2019-09-14,Home,2,5,1.7,2.7
2019-09-22,Away,1,1,1.5,0.9
2019-09-28,Home,2,0,1.4,1.4
2019-10-06,Away,2,0,1.0,1.4
2019-10-19,Home,1,1,0.9,1.4
2019-10-27,Away,1,1,2.1,1.0
2019-11-02,Away,1,1,1.8,0.9
2019-11-10,Home,2,1,2.4,0.6
2019-11-23,Away,2,1,1.1,0.6
2019-12-01,Home,1,1,1.3,1.5
2019-12-04,Home,2,0,1.5,0.6
2019-12-08,Away,2,2,1.5,1.2
2019-12-15,Home,1,2,0.9,0.9
2019-12-21,Away,2,1,1.4,1.3
2019-12-27,Home,3,2,2.6,1.5
2019-12-29,Away,0,1,0.5,1.2
2020-01-01,Away,1,2,1.2,1.1
2020-01-11,Home,1,1,1.6,0.2
2020-01-18,Away,3,2,2.4,0.7
2020-01-23,Home,1,2,1.8,1.1
2020-02-01,Away,0,0,1.3,1.0
2020-02-14,Home,0,0,1.0,0.7
2020-02-23,Home,3,0,2.9,0.4
2020-03-01,Away,3,2,2.6,1.7
2020-03-07,Home,0,0,0.8,0.3
2020-06-20,Away,2,0,1.0,0.5
2020-06-24,Home,1,0,1.7,0.1
2020-06-27,Away,1,0,0.7,0.6
2020-07-04,Home,0,2,1.2,1.3
2020-07-08,Away,0,1,0.4,0.5
2020-07-12,Home,3,0,2.6,0.3
2020-07-15,Away,1,1,1.2,1.9
2020-07-20,Home,2,0,1.5,0.4
2020-07-26,Away,0,2,0.2,1.4
