match_date,Venue,GF,GA,xG,xGA
2019-08-09,Home,4,1,1.8,0.9
2019-08-17,Away,2,1,1.3,1.9
2019-08-24,Home,3,1,2.5,1.0
2019-08-31,Away,3,0,1.0,0.9
2019-09-14,Home,3,1,3.0,0.3
2019-09-22,Away,2,1,0.6,1.3
2019-09-28,Away,1,0,1.9,1.3
2019-10-05,Home,2,1,3.5,0.1
2019-10-20,Away,1,1,1.2,0.7
2019-10-27,Home,2,1,2.6,1.2
2019-11-02,Away,2,1,2.4,0.4
2019-11-10,Home,3,1,1.1,1.3
2019-11-23,Away,2,1,1.4,1.0
2019-11-30,Home,2,1,1.3,0.8
2019-12-04,Home,5,2,2.0,1.5
2019-12-07,Away,3,0,2.4,0.1
2019-12-14,Home,2,0,1.4,1.0
2019-12-26,Away,4,0,3.2,0.1
2019-12-29,Home,1,0,1.2,0.5
2020-01-02,Home,2,0,2.8,0.6
2020-01-11,Away,1,0,1.2,1.2
2020-01-19,Home,2,0,1.9,1.3
2020-01-23,Away,2,1,1.1,1.8
2020-01-29,Away,2,0,2.8,0.7
2020-02-01,Home,4,0,3.2,0.8
2020-02-15,Away,1,0,2.0,0.3
2020-02-24,Home,3,2,2.4,0.7
2020-02-29,Away,0,3,0.3,2.3
2020-03-07,Home,2,1,1.8,1.4
2020-06-21,Away,0,0,0.7,0.9
2020-06-24,Home,4,0,2.4,0.1
2020-07-02,Away,0,4,1.1,2.4
2020-07-05,Home,2,0,0.7,0.7
2020-07-08,Away,3,1,2.5,2.4
2020-07-11,Home,1,1,1.7,0.4
2020-07-15,Away,1,2,2.1,0.8
2020-07-22,Home,5,3,1.7,2.4
2020-07-26,Away,3,1,0.6,0.1
