match_date,Venue,GF,GA,xG,xGA
2019-08-10,Away,0,3,1.2,0.9
2019-08-17,Home,1,2,1.9,1.3
2019-08-24,Away,2,0,1.7,0.8
2019-08-31,Home,1,1,0.9,1.5
2019-09-14,Away,1,0,1.6,1.8
2019-09-20,Home,1,3,2.5,1.2
2019-09-28,Away,1,2,1.5,1.0
2019-10-06,Home,1,4,1.4,1.7
2019-10-19,Away,1,1,1.4,0.9
2019-10-25,Home,0,9,0.3,4.6
2019-11-02,Away,1,2,0.9,2.9
2019-11-09,Home,1,2,0.9,1.8
2019-11-23,Away,2,2,2.4,1.8
2019-11-30,Home,2,1,2.1,0.6
2019-12-04,Home,2,1,1.7,0.9
2019-12-08,Away,1,2,1.7,0.9
2019-12-14,Home,0,1,0.9,0.9
2019-12-21,Away,3,1,2.8,1.1
2019-12-26,Away,2,0,1.1,0.7
2019-12-28,Home,1,1,1.4,0.3
2020-01-01,Home,1,0,1.3,0.9
2020-01-11,Away,2,1,2.1,0.7
2020-01-18,Home,2,3,0.7,2.4
2020-01-21,Away,2,0,1.1,0.6
2020-02-01,Away,0,4,0.8,3.2
2020-02-15,Home,1,2,0.8,0.8
2020-02-22,Home,2,0,2.6,0.5
2020-02-29,Away,1,3,0.7,2.3
2020-03-07,Home,0,1,0.6,2.8
2020-06-19,Away,3,0,1.7,0.6
2020-06-25,Home,0,2,0.9,1.9
2020-06-28,Away,3,1,1.3,0.5
2020-07-05,Home,1,0,0.6,3.2
2020-07-09,Away,1,1,2.4,1.0
2020-07-13,Away,2,2,1.6,1.5
2020-07-16,Home,1,1,2.5,0.7
2020-07-19,Away,2,0,2.5,0.5
2020-07-26,Home,3,1,1.7,1.4
