match_date,Venue,GF,GA,xG,xGA
2019-08-10,Home,3,0,0.9,1.2
2019-08-17,Away,1,2,1.5,0.8
2019-08-25,Away,1,1,1.6,1.5
2019-08-31,Home,0,3,0.9,1.0
2019-09-14,Away,1,1,0.4,1.4
2019-09-21,Home,2,0,2.0,0.8
2019-09-28,Away,2,2,1.5,1.0
2019-10-05,Home,1,0,0.6,1.3
2019-10-19,Away,1,2,1.5,1.0
2019-10-26,Home,2,4,2.1,0.9
2019-11-02,Away,0,3,0.8,2.3
2019-11-09,Home,3,0,2.1,0.5
2019-11-23,Away,3,0,1.9,1.0
2019-11-30,Home,0,2,1.9,0.7
2019-12-03,Home,1,4,0.6,2.2
2019-12-07,Away,0,5,0.9,2.6
2019-12-14,Home,1,0,1.4,1.0
2019-12-21,Away,1,0,0.2,0.1
2019-12-26,Away,0,1,0.3,1.4
2019-12-28,Home,0,2,0.5,2.2
2020-01-01,Home,1,2,2.2,1.3
2020-01-11,Away,0,3,0.8,2.7
2020-01-19,Home,2,1,1.4,2.5
2020-01-22,Away,2,0,0.6,1.4
2020-02-02,Home,0,0,1.9,1.2
2020-02-15,Away,2,1,0.8,0.8
2020-02-22,Home,3,0,3.2,1.8
2020-02-29,Away,0,0,0.7,1.1
2020-03-07,Home,1,1,3.0,1.2
2020-06-22,Away,0,5,0.0,2.4
2020-06-25,Home,1,0,0.9,0.7
2020-06-29,Away,1,0,0.4,0.9
2020-07-05,Home,1,1,1.3,1.1
2020-07-08,Away,1,0,0.9,1.6
2020-07-11,Away,1,1,0.4,1.7
2020-07-15,Home,1,1,1.9,1.2
2020-07-18,Away,2,0,1.8,0.3
2020-07-26,Home,1,2,1.7,1.2
