match_date,Venue,GF,GA,xG,xGA
2019-08-10,Away,0,0,1.1,0.9
2019-08-17,Home,1,0,0.7,1.2
2019-08-23,Away,0,2,1.3,1.0
2019-09-01,Home,3,2,1.3,2.0
2019-09-15,Away,1,3,1.5,1.4
2019-09-21,Home,0,2,1.0,0.5
2019-09-28,Home,1,3,2.4,2.8
2019-10-05,Away,0,1,1.3,0.6
2019-10-19,Home,2,0,2.1,0.8
2019-10-26,Away,2,3,0.9,1.2
2019-11-03,Home,1,1,1.1,0.6
2019-11-09,Away,2,1,1.8,0.9
2019-11-23,Home,0,2,0.9,1.7
2019-12-01,Away,1,2,1.1,2.2
2019-12-04,Away,2,5,1.5,2.0
2019-12-07,Home,3,1,1.8,1.1
2019-12-15,Away,1,1,0.3,1.4
2019-12-21,Home,0,0,0.5,0.6
2019-12-26,Home,1,0,1.4,0.3
2019-12-28,Away,2,1,2.9,1.8
2020-01-01,Away,1,2,1.0,1.5
2020-01-11,Home,1,0,1.7,1.3
2020-01-18,Away,1,1,1.7,1.3
2020-01-21,Home,2,2,1.8,1.3
2020-02-01,Away,3,2,2.2,0.9
2020-02-08,Home,3,1,2.5,1.1
2020-02-23,Away,2,3,2.7,1.3
2020-03-01,Home,1,1,2.1,1.1
2020-03-08,Away,0,4,0.5,1.8
2020-06-21,Home,0,0,0.9,0.7
2020-06-24,Away,1,0,0.8,0.4
2020-07-01,Home,2,1,1.2,1.8
2020-07-06,Away,0,1,0.5,0.5
2020-07-09,Home,1,1,1.0,2.4
2020-07-12,Away,0,3,0.3,2.6
2020-07-16,Home,1,1,0.9,1.3
2020-07-20,Away,1,0,0.4,0.5
2020-07-26,Home,1,3,1.7,1.5
