match_date,Venue,GF,GA,xG,xGA
2019-08-10,Away,5,0,3.2,1.1
2019-08-17,Home,2,2,2.9,0.1
2019-08-25,Away,3,1,3.0,2.2
2019-08-31,Home,4,0,1.9,0.9
2019-09-14,Away,2,3,2.3,1.5
2019-09-21,Home,8,0,5.9,0.4
2019-09-28,Away,3,1,2.8,2.4
2019-10-06,Home,0,2,1.4,1.0
2019-10-19,Away,2,0,3.5,0.9
2019-10-26,Home,3,0,2.9,1.0
2019-11-02,Home,2,1,2.9,0.9
2019-11-10,Away,1,3,1.3,1.1
2019-11-23,Home,2,1,1.0,0.9
2019-11-30,Away,2,2,2.4,0.3
2019-12-03,Away,4,1,2.2,0.6
2019-12-07,Home,1,2,2.2,1.4
2019-12-15,Away,3,0,1.3,0.5
2019-12-21,Home,3,1,3.3,1.1
2019-12-27,Away,2,3,1.5,2.6
2019-12-29,Home,2,0,1.1,1.1
2020-01-01,Home,2,1,1.5,1.0
2020-01-12,Away,6,1,2.8,1.1
2020-01-18,Home,2,2,2.6,0.4
2020-01-21,Away,1,0,2.8,0.8
2020-02-02,Away,0,2,2.4,0.3
2020-02-19,Home,2,0,2.1,0.1
2020-02-22,Away,1,0,2.4,0.8
2020-03-08,Away,0,2,0.6,1.6
2020-06-17,Home,3,0,2.6,0.3
2020-06-22,Home,5,0,2.4,0.0
2020-06-25,Away,1,2,0.8,3.2
2020-07-02,Home,4,0,2.4,1.1
2020-07-05,Away,0,1,3.2,0.6
2020-07-08,Home,5,0,2.8,0.3
2020-07-11,Away,5,0,4.4,0.2
2020-07-15,Home,2,1,0.7,1.6
2020-07-21,Away,4,0,3.3,0.1
2020-07-26,Home,5,0,3.2,1.0
