match_date,Venue,GF,GA,xG,xGA
2019-08-11,Home,0,1,0.4,1.1
2019-08-17,Away,1,3,0.9,1.7
2019-08-25,Away,1,0,0.8,1.1
2019-08-31,Home,1,1,1.0,1.0
2019-09-14,Away,1,3,0.3,3.0
2019-09-21,Home,0,0,0.9,1.4
2019-09-29,Away,0,5,0.1,1.6
2019-10-06,Home,1,0,0.8,0.9
2019-10-19,Away,0,1,0.4,2.0
2019-10-27,Home,1,1,1.0,2.1
2019-11-02,Away,3,2,1.5,1.8
2019-11-09,Home,2,1,2.4,1.8
2019-11-25,Away,0,2,0.6,2.3
2019-11-30,Home,2,2,0.3,2.4
2019-12-05,Away,2,0,0.5,1.1
2019-12-08,Home,2,1,0.9,1.7
2019-12-14,Away,0,1,1.0,1.4
2019-12-21,Home,1,0,0.5,1.3
2019-12-26,Away,1,4,0.8,1.9
2019-12-28,Home,1,2,1.8,2.9
2020-01-01,Home,0,3,0.7,2.6
2020-01-11,Away,1,1,0.2,1.6
2020-01-18,Home,1,0,0.6,2.4
2020-01-21,Away,2,2,1.3,1.8
2020-02-01,Home,0,0,1.0,2.2
2020-02-16,Away,0,4,0.9,2.6
2020-02-22,Away,0,1,0.2,1.6
2020-02-29,Home,0,0,1.1,0.7
2020-03-07,Away,1,0,2.8,0.6
2020-06-21,Home,3,0,2.0,0.6
2020-06-24,Home,1,1,0.9,1.6
2020-07-01,Away,4,1,1.8,1.6
2020-07-05,Home,2,2,1.4,2.1
2020-07-08,Away,0,5,0.3,2.8
2020-07-11,Away,1,2,1.3,3.4
2020-07-15,Home,1,3,1.1,1.5
2020-07-20,Away,0,0,0.9,0.8
2020-07-26,Home,1,3,0.1,0.6
