match_date,Venue,GF,GA,xG,xGA
2019-08-10,Home,0,5,1.1,3.2
2019-08-17,Away,1,1,0.8,2.0
2019-08-24,Away,3,1,3.5,2.3
2019-08-31,Home,2,0,2.0,1.4
2019-09-16,Away,0,0,0.6,1.3
2019-09-22,Home,2,0,0.4,0.9
2019-09-28,Away,2,2,1.6,1.9
2019-10-05,Home,1,2,1.4,2.1
2019-10-19,Away,0,2,0.8,2.1
2019-10-26,Home,1,1,2.3,1.0
2019-11-02,Home,2,3,1.8,1.5
2019-11-09,Away,0,3,0.5,2.1
2019-11-23,Home,2,3,0.7,2.1
2019-11-30,Away,1,0,0.9,2.3
2019-12-04,Away,0,2,0.6,1.5
2019-12-09,Home,1,3,0.6,1.4
2019-12-14,Away,1,0,0.9,0.9
2019-12-26,Away,1,2,0.9,2.7
2019-12-28,Home,1,2,1.0,2.5
2020-01-01,Home,4,0,2.4,0.6
2020-01-10,Away,0,1,0.7,1.4
2020-01-18,Home,1,1,1.3,1.7
2020-01-22,Away,1,4,1.6,2.8
2020-01-29,Home,0,2,0.7,2.8
2020-02-01,Home,3,3,0.8,1.9
2020-02-19,Away,0,2,0.1,2.1
2020-02-24,Away,2,3,0.7,2.4
2020-02-29,Home,3,1,2.3,0.7
2020-03-07,Away,0,1,1.5,1.2
2020-06-20,Home,0,2,0.5,1.0
2020-06-23,Away,0,2,1.2,2.3
2020-07-01,Home,3,2,2.2,1.6
2020-07-05,Away,2,2,2.1,1.4
2020-07-08,Home,0,1,1.6,0.9
2020-07-11,Away,4,0,3.5,0.6
2020-07-17,Home,3,1,0.9,1.5
2020-07-22,Away,1,1,1.5,0.6
2020-07-26,Home,1,1,0.9,1.0
