match_date,Venue,GF,GA,xG,xGA
2017-08-12,Home,0,3,1.1,1.5
2017-08-19,Away,0,1,0.7,2.5
2017-08-26,Home,0,2,0.9,0.7
2017-09-10,Away,0,1,2.0,0.3
2017-09-16,Home,0,1,2.0,1.0
2017-09-23,Away,0,5,0.6,4.5
2017-09-30,Away,0,4,0.4,2.8
2017-10-14,Home,2,1,1.7,0.8
2017-10-21,Away,0,1,0.5,0.3
2017-10-28,Home,2,2,2.6,0.8
2017-11-05,Away,0,1,0.8,0.9
2017-11-18,Home,2,2,2.0,1.8
2017-11-25,Home,2,1,1.4,0.7
2017-11-28,Away,0,0,0.5,0.6
2017-12-02,Away,0,0,0.6,1.9
2017-12-09,Home,2,2,3.9,0.7
2017-12-12,Home,2,1,1.2,1.2
2017-12-16,Away,3,0,1.7,0.9
2017-12-23,Away,1,1,1.3,0.5
2017-12-28,Home,2,3,1.3,1.8
2017-12-31,Home,0,0,1.3,1.3
2018-01-02,Away,2,1,1.3,0.4
2018-01-13,Home,1,0,1.4,0.7
2018-01-20,Away,1,4,0.6,2.9
2018-01-30,Away,1,1,0.9,1.1
2018-02-04,Home,1,1,3.0,0.9
2018-02-10,Away,1,3,1.5,1.5
2018-02-25,Home,0,1,0.2,1.7
2018-03-05,Home,2,3,0.6,1.2
2018-03-10,Away,1,2,1.1,3.1
2018-03-17,Away,2,0,2.7,0.3
2018-03-31,Home,1,2,1.9,1.8
2018-04-07,Away,2,2,1.1,1.9
2018-04-14,Home,3,2,2.1,1.5
2018-04-21,Away,0,0,0.3,0.6
2018-04-28,Home,5,0,3.0,0.6
2018-05-05,Away,2,1,1.1,0.5
2018-05-13,Home,2,0,2.2,0.2
