match_date,Venue,GF,GA,xG,xGA
2017-08-12,Home,1,0,1.3,0.5
2017-08-19,Away,1,0,0.9,1.3
2017-08-27,Home,1,1,0.8,1.3
2017-09-09,Away,1,3,1.0,0.4
2017-09-16,Home,0,0,0.7,0.3
2017-09-25,Away,0,2,0.9,2.2
2017-09-30,Home,2,2,1.9,1.4
2017-10-16,Away,1,1,0.2,1.3
2017-10-21,Away,0,1,0.4,2.0
2017-10-28,Home,2,3,1.5,2.3
2017-11-04,Away,0,1,0.4,0.3
2017-11-18,Home,0,4,0.8,1.6
2017-11-25,Away,1,1,0.7,1.8
2017-11-28,Home,2,2,1.5,0.9
2017-12-02,Home,0,0,1.9,0.6
2017-12-09,Away,0,1,0.3,1.5
2017-12-13,Away,0,0,0.4,2.1
2017-12-17,Home,1,2,1.1,0.7
2017-12-23,Away,1,3,2.0,1.4
2017-12-26,Home,0,0,1.5,0.4
2017-12-31,Home,1,1,1.5,0.9
2018-01-02,Away,1,2,1.0,1.3
2018-01-13,Home,2,0,1.0,0.6
2018-01-20,Away,1,1,1.1,1.1
2018-01-31,Away,0,3,0.2,2.3
2018-02-03,Home,2,3,0.8,0.9
2018-02-12,Away,0,3,0.7,1.9
2018-02-24,Home,1,2,1.2,1.1
2018-03-03,Away,0,1,1.1,1.3
2018-03-10,Home,1,4,0.3,2.1
2018-03-17,Away,1,2,1.6,0.7
2018-03-31,Home,1,2,0.5,1.3
2018-04-07,Home,1,1,1.2,0.8
2018-04-15,Away,1,0,0.7,0.7
2018-04-21,Home,2,2,1.3,1.3
2018-04-28,Away,1,0,0.7,1.8
2018-05-05,Home,1,0,1.6,1.2
2018-05-13,Away,0,2,0.2,2.2
