match_date,Venue,GF,GA,xG,xGA
2017-08-12,Away,0,1,0.5,1.3
2017-08-19,Home,0,2,1.0,2.4
2017-08-26,Home,1,2,0.5,1.4
2017-09-09,Away,0,3,0.6,2.2
2017-09-15,Home,2,1,1.2,0.9
2017-09-23,Away,1,2,0.3,2.0
2017-09-30,Home,0,0,1.4,0.6
2017-10-14,Away,0,1,0.2,1.8
2017-10-21,Away,2,1,1.1,1.2
2017-10-28,Home,0,1,0.5,1.6
2017-11-04,Away,1,0,1.5,0.7
2017-11-18,Home,4,0,0.7,1.2
2017-11-25,Away,0,0,0.4,0.9
2017-11-29,Home,1,2,1.2,1.1
2017-12-03,Home,1,1,0.9,1.5
2017-12-09,Away,2,2,0.7,3.9
2017-12-13,Away,0,1,0.8,1.1
2017-12-17,Home,0,4,0.6,2.5
2017-12-23,Away,0,4,0.4,1.5
2017-12-26,Home,3,3,2.9,1.7
2017-12-30,Home,2,1,1.5,0.5
2018-01-01,Away,2,2,1.5,2.4
2018-01-14,Home,2,1,0.8,1.1
2018-01-20,Away,1,1,0.5,0.8
2018-01-31,Away,3,0,1.1,1.2
2018-02-03,Home,2,1,1.7,0.7
2018-02-11,Away,1,4,0.3,2.2
2018-02-24,Home,2,2,1.7,3.0
2018-03-03,Away,1,1,1.4,2.7
2018-03-11,Home,1,4,1.2,2.4
2018-03-17,Home,2,1,0.7,1.6
2018-03-31,Away,2,2,1.7,0.7
2018-04-07,Home,2,2,1.9,1.1
2018-04-14,Away,0,3,0.3,2.0
2018-04-18,Home,0,2,1.2,1.3
2018-04-28,Away,1,2,0.7,1.5
2018-05-05,Home,1,0,1.9,1.3
2018-05-13,Away,2,1,1.3,1.1
