match_date,Venue,GF,GA,xG,xGA
2017-08-12,Home,1,0,0.6,0.4
2017-08-21,Away,1,1,0.6,1.1
2017-08-27,Away,0,2,0.4,1.0
2017-09-09,Home,0,3,0.9,1.8
2017-09-17,Away,0,4,1.1,2.9
2017-09-23,Home,2,1,2.0,0.3
2017-10-01,Home,0,1,1.1,0.4
2017-10-15,Away,1,1,1.5,1.0
2017-10-22,Home,2,5,1.0,3.5
2017-10-29,Away,0,2,0.6,1.3
2017-11-05,Home,3,2,2.1,2.0
2017-11-18,Away,2,2,1.8,2.0
2017-11-26,Away,1,4,0.2,2.0
2017-11-29,Home,4,0,1.5,1.1
2017-12-02,Home,2,0,0.7,0.3
2017-12-10,Away,1,1,0.9,1.6
2017-12-13,Away,1,0,1.2,0.8
2017-12-18,Home,3,1,2.0,0.8
2017-12-23,Home,0,0,0.3,1.8
2017-12-26,Away,0,0,0.4,1.5
2017-12-30,Away,1,2,0.5,1.5
2018-01-01,Home,0,2,1.2,1.4
2018-01-13,Away,0,4,0.3,3.8
2018-01-20,Home,1,1,1.1,1.1
2018-01-31,Home,2,1,1.2,2.2
2018-02-03,Away,1,5,1.2,2.6
2018-02-10,Home,3,1,1.5,1.5
2018-02-24,Away,0,1,0.8,0.6
2018-03-03,Away,1,2,1.5,2.1
2018-03-10,Home,2,0,1.5,0.3
2018-03-17,Away,2,1,2.3,0.8
2018-03-31,Home,1,3,0.9,1.5
2018-04-07,Home,0,0,0.6,0.9
2018-04-14,Away,1,1,1.6,1.3
2018-04-23,Home,1,0,0.7,0.8
2018-04-28,Away,2,0,0.6,0.6
2018-05-05,Home,1,1,0.5,0.7
2018-05-13,Away,1,3,1.6,1.1
