match_date,Venue,GF,GA,xG,xGA
2017-08-12,Away,3,3,2.6,2.1
2017-08-19,Home,1,0,2.5,0.7
2017-08-27,Home,4,0,3.1,0.6
2017-09-09,Away,0,5,0.7,2.4
2017-09-16,Home,1,1,2.2,0.2
2017-09-23,Away,3,2,1.7,2.8
2017-10-01,Away,1,1,1.3,0.3
2017-10-14,Home,0,0,1.5,0.2
2017-10-22,Away,1,4,0.6,2.0
2017-10-28,Home,3,0,2.1,0.1
2017-11-04,Away,4,1,2.7,1.2
2017-11-18,Home,3,0,2.0,0.4
2017-11-25,Home,1,1,1.2,0.8
2017-11-29,Away,3,0,2.9,0.9
2017-12-02,Away,5,1,1.8,1.7
2017-12-10,Home,1,1,1.6,0.9
2017-12-13,Home,0,0,2.1,0.4
2017-12-17,Away,4,0,2.5,0.6
2017-12-22,Away,3,3,2.0,1.2
2017-12-26,Home,5,0,3.1,0.4
2017-12-30,Home,2,1,2.9,0.7
2018-01-01,Away,2,1,1.7,1.3
2018-01-14,Home,4,3,0.8,0.8
2018-01-22,Away,0,1,2.5,0.2
2018-01-30,Away,3,0,1.8,0.3
2018-02-04,Home,2,2,1.2,2.6
2018-02-11,Away,2,0,1.9,0.9
2018-02-24,Home,4,1,4.0,0.4
2018-03-03,Home,2,0,1.5,0.3
2018-03-10,Away,1,2,0.7,0.7
2018-03-17,Home,5,0,2.3,0.4
2018-03-31,Away,2,1,1.8,1.9
2018-04-07,Away,0,0,0.9,0.6
2018-04-14,Home,3,0,2.0,0.3
2018-04-21,Away,2,2,1.3,1.3
2018-04-28,Home,0,0,1.9,0.6
2018-05-06,Away,0,1,0.5,0.6
2018-05-13,Home,4,0,2.8,0.1
