match_date,Venue,GF,GA,xG,xGA
2017-08-12,Home,2,3,1.5,0.6
2017-08-20,Away,2,1,0.7,0.7
2017-08-27,Home,2,0,1.0,0.4
2017-09-09,Away,2,1,0.8,1.4
2017-09-17,Home,0,0,0.8,1.4
2017-09-23,Away,4,0,1.4,0.8
2017-09-30,Home,0,1,0.5,0.9
2017-10-14,Away,1,2,0.8,1.7
2017-10-21,Home,4,2,1.9,1.9
2017-10-28,Away,1,0,1.6,0.5
2017-11-05,Home,1,0,1.6,0.7
2017-11-18,Away,4,0,1.6,0.8
2017-11-25,Away,1,1,0.8,1.2
2017-11-29,Home,1,0,1.5,0.1
2017-12-02,Home,3,1,3.2,0.6
2017-12-09,Away,0,1,1.2,0.3
2017-12-12,Away,3,1,1.5,0.7
2017-12-16,Home,1,0,1.4,0.5
2017-12-23,Away,0,0,1.8,0.3
2017-12-26,Home,2,0,2.1,0.5
2017-12-30,Home,5,0,2.6,0.2
2018-01-03,Away,2,2,3.0,1.2
2018-01-13,Home,0,0,0.6,1.2
2018-01-20,Away,4,0,1.3,0.8
2018-01-31,Home,0,3,1.2,1.1
2018-02-05,Away,1,4,0.7,2.3
2018-02-12,Home,3,0,1.9,0.7
2018-02-25,Away,1,2,1.7,1.2
2018-03-04,Away,0,1,0.1,0.9
2018-03-10,Home,2,1,3.1,1.1
2018-04-01,Home,1,3,1.0,1.4
2018-04-08,Home,1,1,1.7,0.3
2018-04-14,Away,3,2,0.8,1.0
2018-04-19,Away,2,1,1.7,0.2
2018-04-28,Away,1,0,1.5,0.7
2018-05-06,Home,1,0,0.6,0.5
2018-05-09,Home,1,1,1.9,0.7
2018-05-13,Away,0,3,1.0,2.2
