match_date,Venue,GF,GA,xG,xGA
2017-08-11,Home,4,3,2.5,1.5
2017-08-19,Away,0,1,1.5,0.7
2017-08-27,Away,0,4,0.6,3.1
2017-09-09,Home,3,0,2.2,0.6
2017-09-17,Away,0,0,1.4,0.8
2017-09-25,Home,2,0,2.2,0.9
2017-10-01,Home,2,0,2.4,0.4
2017-10-14,Away,1,2,1.0,1.6
2017-10-22,Away,5,2,3.5,1.0
2017-10-28,Home,2,1,2.0,0.9
2017-11-05,Away,1,3,0.3,1.8
2017-11-18,Home,2,0,2.1,0.7
2017-11-26,Away,1,0,1.8,0.4
2017-11-29,Home,5,0,4.0,0.5
2017-12-02,Home,1,3,4.7,1.8
2017-12-10,Away,1,1,0.7,1.3
2017-12-13,Away,0,0,1.0,0.4
2017-12-16,Home,1,0,1.8,0.3
2017-12-22,Home,3,3,1.2,2.0
2017-12-28,Away,3,2,1.8,1.3
2017-12-31,Away,1,1,0.9,1.5
2018-01-03,Home,2,2,1.2,3.0
2018-01-14,Away,1,2,1.1,0.8
2018-01-20,Home,4,1,2.9,0.6
2018-01-30,Away,1,3,1.3,2.1
2018-02-03,Home,5,1,2.6,1.2
2018-02-10,Away,0,1,0.6,2.6
2018-03-01,Home,0,3,1.3,1.5
2018-03-04,Away,1,2,1.2,1.2
2018-03-11,Home,3,0,2.2,1.4
2018-04-01,Home,3,0,3.3,0.4
2018-04-08,Home,3,2,1.6,2.0
2018-04-15,Away,1,2,1.2,0.8
2018-04-22,Home,4,1,1.8,0.8
2018-04-29,Away,1,2,0.5,1.7
2018-05-06,Home,5,0,2.6,0.3
2018-05-09,Away,1,3,1.4,2.2
2018-05-13,Away,1,0,2.0,1.7
