match_date,Venue,GF,GA,xG,xGA
2018-08-11,Home,0,2,0.7,1.0
2018-08-18,Away,1,3,1.6,2.9
2018-08-26,Home,4,2,1.3,1.5
2018-09-01,Away,2,2,1.6,2.8
2018-09-15,Away,0,3,0.4,4.8
2018-09-22,Home,1,1,1.7,1.4
2018-09-29,Away,0,3,0.5,2.3
2018-10-07,Home,1,5,1.4,1.1
2018-10-20,Away,2,4,0.7,1.5
2018-10-27,Home,0,3,0.5,2.0
2018-11-05,Away,0,1,0.4,0.6
2018-11-11,Away,0,2,0.5,1.8
2018-11-24,Home,3,2,1.3,1.3
2018-12-02,Away,0,2,0.4,2.1
2018-12-05,Home,1,1,1.4,1.2
2018-12-08,Away,1,4,1.2,2.3
2018-12-15,Home,0,2,1.3,0.8
2018-12-22,Away,0,0,0.2,0.4
2018-12-26,Home,1,1,1.2,1.4
2018-12-29,Home,1,0,1.8,0.4
2019-01-01,Away,1,4,1.4,4.5
2019-01-12,Away,1,2,0.8,0.8
2019-01-20,Home,1,2,0.9,1.7
2019-01-29,Home,4,2,3.3,2.2
2019-02-02,Away,0,2,0.6,2.2
2019-02-09,Home,0,3,2.2,1.9
2019-02-22,Away,1,3,1.3,2.4
2019-02-27,Away,0,2,0.8,1.3
2019-03-03,Home,1,2,0.8,1.2
2019-03-09,Away,1,3,0.2,2.0
2019-03-17,Home,1,2,1.1,2.6
2019-03-30,Home,0,2,0.5,1.8
2019-04-02,Away,1,4,1.6,1.2
2019-04-13,Home,2,0,1.5,1.1
2019-04-20,Away,1,0,2.5,2.2
2019-04-27,Home,1,0,0.5,1.1
2019-05-04,Away,0,1,0.5,2.0
2019-05-12,Home,0,4,0.7,2.1
