match_date,Venue,GF,GA,xG,xGA
2018-08-11,Home,0,3,0.3,1.9
2018-08-19,Away,1,6,0.7,4.2
2018-08-25,Home,0,0,0.2,0.9
2018-09-01,Away,1,1,0.4,0.8
2018-09-15,Home,0,1,0.9,0.7
2018-09-22,Away,1,3,0.7,1.7
2018-09-29,Home,0,2,0.4,2.1
2018-10-06,Away,1,1,1.0,0.4
2018-10-20,Home,0,1,0.7,0.6
2018-10-27,Away,0,3,0.5,2.0
2018-11-05,Home,1,0,0.6,0.4
2018-11-10,Home,1,1,1.1,1.7
2018-11-25,Away,2,0,0.7,0.8
2018-12-01,Home,1,2,0.6,1.2
2018-12-04,Away,1,2,1.8,0.9
2018-12-08,Away,0,1,0.3,1.4
2018-12-15,Home,0,1,0.8,0.6
2018-12-22,Home,1,3,0.8,2.5
2018-12-26,Away,1,3,1.1,1.5
2018-12-29,Away,0,1,0.4,1.8
2019-01-02,Home,1,2,0.9,2.4
2019-01-12,Away,0,0,0.5,0.1
2019-01-20,Home,0,3,0.9,2.0
2019-01-29,Home,0,1,0.7,1.1
2019-02-02,Away,0,5,0.3,2.6
2019-02-09,Home,1,2,1.6,1.4
2019-02-23,Away,0,2,0.2,2.8
2019-02-26,Home,1,0,1.6,0.6
2019-03-02,Away,0,1,0.2,1.2
2019-03-09,Home,0,2,0.3,1.9
2019-03-16,Away,3,4,1.0,1.7
2019-03-30,Away,0,2,1.1,2.7
2019-04-06,Home,1,4,1.7,3.5
2019-04-13,Away,0,4,0.8,2.5
2019-04-20,Home,1,2,1.0,0.9
2019-04-26,Away,0,5,0.2,3.1
2019-05-05,Home,1,1,1.0,1.8
2019-05-12,Away,1,1,0.7,0.6
