match_date,Venue,GF,GA,xG,xGA
2018-08-11,Away,2,2,1.0,1.0
2018-08-18,Home,2,1,1.5,1.7
2018-08-25,Away,2,2,0.6,2.2
2018-09-01,Home,1,1,0.8,0.4
2018-09-16,Home,1,3,1.4,1.2
2018-09-23,Away,0,2,0.8,0.8
2018-09-29,Home,3,0,2.3,0.5
2018-10-06,Away,2,1,1.3,0.9
2018-10-21,Home,2,0,1.8,1.3
2018-10-28,Away,1,2,1.8,2.3
2018-11-03,Home,3,1,2.0,0.5
2018-11-11,Away,0,0,0.3,1.2
2018-11-24,Home,1,0,2.1,1.0
2018-12-02,Away,0,1,1.1,2.9
2018-12-05,Home,1,1,1.8,1.5
2018-12-10,Home,2,2,1.7,1.7
2018-12-15,Away,1,3,1.5,1.7
2018-12-23,Home,2,6,0.9,2.0
2018-12-26,Away,5,1,1.5,2.0
2018-12-29,Away,0,1,0.7,1.1
2019-01-01,Home,0,1,1.0,0.6
2019-01-13,Home,2,0,1.0,1.9
2019-01-19,Away,1,2,0.9,0.7
2019-01-29,Away,1,0,1.1,0.7
2019-02-02,Home,1,3,1.2,1.4
2019-02-06,Home,0,2,0.1,2.2
2019-02-09,Away,0,1,0.7,1.3
2019-02-26,Away,3,0,1.0,0.3
2019-03-03,Home,0,0,0.3,1.1
2019-03-09,Away,2,3,1.1,2.4
2019-03-17,Home,2,0,2.3,1.4
2019-03-30,Away,2,0,1.8,0.1
2019-04-07,Home,1,0,2.4,0.3
2019-04-13,Away,0,2,1.1,1.5
2019-04-21,Home,4,0,1.6,0.3
2019-04-27,Away,0,0,1.5,0.3
2019-05-03,Home,2,0,1.7,0.3
2019-05-12,Away,2,2,2.0,0.6
