match_date,Venue,GF,GA,xG,xGA
2018-08-12,Home,0,2,0.5,1.7
2018-08-18,Away,2,3,2.4,1.6
2018-08-25,Home,3,1,1.8,1.1
2018-09-02,Away,3,2,1.7,1.0
2018-09-15,Away,2,1,1.0,0.4
2018-09-23,Home,2,0,0.8,0.8
2018-09-29,Home,2,0,1.4,2.8
2018-10-07,Away,5,1,1.1,1.4
2018-10-22,Home,3,1,2.7,0.5
2018-10-28,Away,2,2,0.9,2.3
2018-11-03,Home,1,1,1.4,1.3
2018-11-11,Home,1,1,0.9,1.9
2018-11-25,Away,2,1,1.6,0.6
2018-12-02,Home,4,2,2.7,1.2
2018-12-05,Away,2,2,1.1,1.1
2018-12-08,Home,1,0,1.4,0.3
2018-12-16,Away,2,3,1.9,1.3
2018-12-22,Home,3,1,1.6,1.2
2018-12-26,Away,1,1,0.8,1.1
2018-12-29,Away,1,5,1.0,3.8
2019-01-01,Home,4,1,4.5,1.4
2019-01-12,Away,0,1,0.7,0.6
2019-01-19,Home,2,0,1.5,0.9
2019-01-29,Home,2,1,2.6,0.8
2019-02-03,Away,1,3,0.7,2.7
2019-02-09,Away,2,1,1.4,1.6
2019-02-24,Home,2,0,2.1,0.8
2019-02-27,Home,5,1,2.5,0.9
2019-03-02,Away,1,1,2.6,1.6
2019-03-10,Home,2,0,1.7,2.3
2019-04-01,Home,2,0,0.8,0.1
2019-04-07,Away,0,1,0.3,2.4
2019-04-15,Away,1,0,2.3,1.0
2019-04-21,Home,2,3,1.2,1.6
2019-04-24,Away,1,3,0.8,1.2
2019-04-28,Away,0,3,0.6,3.3
2019-05-05,Home,1,1,2.4,1.9
2019-05-12,Away,3,1,2.7,1.7
