match_date,Venue,GF,GA,xG,xGA
2018-08-11,Away,0,2,1.4,2.2
2018-08-18,Home,0,0,0.9,1.6
2018-08-25,Away,0,0,0.9,0.2
2018-09-02,Home,2,3,1.0,1.7
2018-09-15,Away,1,4,0.7,2.6
2018-09-22,Home,0,5,0.1,2.5
2018-09-30,Home,1,2,1.7,0.3
2018-10-06,Away,0,1,1.2,2.0
2018-10-20,Home,4,2,1.5,0.7
2018-10-27,Away,1,4,0.8,2.4
2018-11-03,Home,0,1,0.9,2.1
2018-11-10,Home,2,1,2.1,0.5
2018-11-24,Away,0,1,1.0,2.1
2018-11-30,Home,2,1,1.0,0.8
2018-12-04,Away,1,3,2.1,1.7
2018-12-08,Home,1,0,1.5,0.7
2018-12-15,Away,2,3,0.9,1.4
2018-12-22,Home,1,5,1.4,2.8
2018-12-26,Away,0,0,0.9,2.1
2018-12-29,Away,1,0,0.6,1.8
2019-01-01,Home,0,3,0.9,1.1
2019-01-12,Home,0,0,0.1,0.5
2019-01-19,Away,0,3,0.3,2.0
2019-01-29,Away,1,2,0.8,2.6
2019-02-02,Home,2,0,2.1,0.5
2019-02-09,Away,2,1,0.8,1.5
2019-02-22,Home,1,5,2.0,2.1
2019-02-26,Home,0,3,0.3,1.0
2019-03-02,Away,0,2,0.6,2.8
2019-03-09,Home,2,0,3.5,0.3
2019-03-31,Home,1,2,0.5,1.8
2019-04-03,Away,0,2,0.1,3.2
2019-04-13,Away,0,2,0.9,2.6
2019-04-16,Away,2,0,0.9,0.6
2019-04-21,Home,0,2,1.1,3.0
2019-04-27,Away,0,1,1.1,0.5
2019-05-04,Home,2,3,1.9,1.6
2019-05-12,Away,2,0,1.6,1.5
