match_date,Venue,GF,GA,xG,xGA
2018-08-11,Away,3,0,1.9,0.3
2018-08-18,Home,3,2,1.6,2.4
2018-08-26,Away,2,1,1.5,0.2
2018-09-01,Home,2,0,1.1,0.9
2018-09-15,Home,4,1,2.6,0.7
2018-09-23,Away,0,0,1.5,1.0
2018-09-29,Home,1,1,1.1,1.6
2018-10-07,Away,3,0,2.9,1.6
2018-10-20,Home,2,2,1.8,0.8
2018-10-28,Away,4,0,2.6,0.4
2018-11-04,Home,3,1,1.7,0.4
2018-11-11,Home,0,0,1.2,0.3
2018-11-24,Away,1,3,1.0,3.1
2018-12-02,Home,2,0,2.1,0.4
2018-12-05,Away,1,2,1.3,0.7
2018-12-08,Home,2,0,0.6,0.9
2018-12-16,Away,2,1,1.2,0.4
2018-12-22,Home,0,1,2.4,0.5
2018-12-26,Away,2,1,1.9,1.2
2018-12-30,Away,1,0,0.9,0.2
2019-01-02,Home,0,0,0.9,0.2
2019-01-12,Home,2,1,1.3,0.5
2019-01-19,Away,0,2,0.9,1.5
2019-01-30,Away,0,4,0.7,2.0
2019-02-02,Home,5,0,2.6,0.3
2019-02-10,Away,0,6,0.9,3.0
2019-02-27,Home,2,0,0.6,0.6
2019-03-03,Away,2,1,1.2,0.8
2019-03-10,Home,1,1,1.1,0.5
2019-03-17,Away,0,2,1.4,2.3
2019-03-31,Away,2,1,1.8,0.5
2019-04-03,Home,3,0,2.7,0.4
2019-04-08,Home,2,0,1.9,0.6
2019-04-14,Away,0,2,0.7,1.2
2019-04-22,Home,2,2,1.3,0.7
2019-04-28,Away,1,1,1.7,1.1
2019-05-05,Home,3,0,2.3,1.7
2019-05-12,Away,0,0,1.5,0.4
