match_date,Venue,GF,GA,xG,xGA
2018-08-11,Home,2,2,1.0,1.0
2018-08-18,Away,0,2,1.1,0.2
2018-08-25,Home,1,1,1.0,1.6
2018-09-01,Away,1,0,1.0,1.1
2018-09-16,Home,1,0,2.6,0.3
2018-09-22,Away,1,1,1.0,0.6
2018-09-29,Home,2,0,1.6,0.8
2018-10-06,Away,1,0,0.7,1.4
2018-10-20,Home,0,2,0.7,1.1
2018-10-27,Away,0,1,1.4,0.9
2018-11-03,Home,2,3,2.7,1.4
2018-11-11,Away,1,1,1.9,0.9
2018-11-25,Home,0,2,0.8,0.7
2018-11-30,Away,1,2,0.8,1.0
2018-12-05,Home,2,1,0.7,1.3
2018-12-09,Away,2,1,1.8,0.6
2018-12-15,Home,2,0,1.8,0.6
2018-12-21,Home,0,2,0.9,1.9
2018-12-26,Away,1,1,1.4,1.2
2018-12-29,Away,3,1,0.9,0.3
2019-01-02,Home,0,2,0.5,1.9
2019-01-14,Away,0,3,0.1,2.8
2019-01-19,Home,4,3,1.9,1.9
2019-01-29,Home,3,0,2.2,0.2
2019-02-02,Away,3,1,1.4,1.2
2019-02-11,Home,1,1,2.3,0.4
2019-02-23,Away,1,1,1.5,2.4
2019-02-26,Away,0,1,0.6,1.6
2019-03-02,Home,2,0,2.8,0.6
2019-03-10,Away,1,1,0.5,1.1
2019-03-30,Away,0,2,0.5,0.5
2019-04-02,Home,2,1,1.8,1.8
2019-04-13,Away,1,3,0.8,2.9
2019-04-20,Home,0,0,2.7,0.2
2019-04-24,Home,3,1,1.2,0.8
2019-04-27,Away,2,1,2.0,0.8
2019-05-04,Home,1,0,2.0,0.5
2019-05-12,Away,0,2,1.3,1.6
