match_date,Venue,GF,GA,xG,xGA
2018-08-11,Away,0,2,0.3,1.2
2018-08-19,Home,3,2,1.7,1.4
2018-08-25,Away,0,1,0.6,1.6
2018-09-01,Home,2,2,2.8,1.6
2018-09-17,Away,2,2,1.4,2.0
2018-09-22,Home,1,2,0.8,1.9
2018-09-29,Away,0,2,0.2,2.7
2018-10-05,Home,1,0,1.2,1.4
2018-10-20,Away,1,0,0.8,1.8
2018-10-27,Home,1,0,0.9,1.4
2018-11-03,Away,1,3,0.5,2.0
2018-11-10,Away,1,2,0.5,2.1
2018-11-24,Home,1,1,1.0,1.2
2018-12-01,Away,2,1,1.2,0.6
2018-12-04,Home,3,1,1.3,1.7
2018-12-08,Away,0,1,1.0,1.4
2018-12-16,Home,1,2,0.4,1.2
2018-12-22,Away,0,2,0.8,0.8
2018-12-26,Home,1,1,1.1,0.8
2018-12-29,Home,1,0,1.1,0.7
2019-01-02,Away,2,2,0.7,0.8
2019-01-12,Home,0,1,0.4,2.0
2019-01-19,Away,1,2,0.8,2.4
2019-01-29,Away,2,4,2.2,3.3
2019-02-02,Home,0,0,1.6,0.3
2019-02-09,Home,1,3,1.1,2.1
2019-02-26,Away,1,2,1.2,1.8
2019-03-02,Home,1,0,1.2,0.2
2019-03-09,Away,2,1,0.2,1.5
2019-03-30,Home,0,1,0.7,0.7
2019-04-03,Away,0,3,0.4,2.7
2019-04-13,Home,0,5,0.3,2.5
2019-04-16,Home,0,2,0.6,0.9
2019-04-20,Away,0,0,0.2,2.7
2019-04-23,Away,0,1,0.3,1.3
2019-04-27,Home,1,1,1.3,0.4
2019-05-05,Away,1,1,1.9,2.4
2019-05-12,Home,1,4,0.5,1.6
