match_date,Venue,GF,GA,xG,xGA
2018-08-11,Away,2,1,2.0,1.0
2018-08-18,Home,3,1,2.9,1.6
2018-08-27,Away,3,0,1.2,1.5
2018-09-02,Away,1,2,0.6,0.4
2018-09-15,Home,1,2,1.0,2.6
2018-09-22,Away,2,1,1.9,0.8
2018-09-29,Away,2,0,2.1,0.4
2018-10-06,Home,1,0,2.0,1.2
2018-10-20,Away,1,0,0.9,0.8
2018-10-29,Home,0,1,0.4,1.6
2018-11-03,Away,3,2,1.4,2.7
2018-11-10,Away,1,0,1.2,0.8
2018-11-24,Home,3,1,3.1,1.0
2018-12-02,Away,2,4,1.2,2.7
2018-12-05,Home,3,1,1.6,1.7
2018-12-08,Away,2,0,0.9,0.4
2018-12-15,Home,1,0,1.7,0.5
2018-12-23,Away,6,2,2.0,0.9
2018-12-26,Home,5,0,1.7,1.1
2018-12-29,Home,1,3,0.3,0.9
2019-01-01,Away,3,0,1.1,0.9
2019-01-13,Home,0,1,1.8,0.8
2019-01-20,Away,2,1,1.7,0.9
2019-01-30,Home,2,1,1.7,0.5
2019-02-02,Home,1,0,2.2,0.4
2019-02-10,Home,3,1,1.1,3.3
2019-02-23,Away,1,2,0.9,1.2
2019-02-27,Away,0,2,0.6,0.6
2019-03-02,Home,1,1,1.6,2.6
2019-03-09,Away,1,2,1.3,2.1
2019-03-31,Away,1,2,0.7,1.0
2019-04-03,Home,2,0,2.1,0.3
2019-04-13,Home,4,0,2.5,0.8
2019-04-20,Away,0,1,1.0,1.9
2019-04-23,Home,1,0,1.3,0.3
2019-04-27,Home,0,1,1.6,1.1
2019-05-04,Away,0,1,0.7,1.7
2019-05-12,Home,2,2,0.6,2.0
