match_date,Venue,GF,GA,xG,xGA
2018-08-10,Home,2,1,1.5,1.8
2018-08-19,Away,2,3,1.4,1.7
2018-08-27,Home,0,3,1.5,1.2
2018-09-02,Away,2,0,2.5,0.8
2018-09-15,Away,2,1,1.9,1.3
2018-09-22,Home,1,1,0.6,1.0
2018-09-29,Away,1,3,0.7,1.4
2018-10-06,Home,3,2,1.9,1.6
2018-10-20,Away,2,2,0.8,1.8
2018-10-28,Home,2,1,2.3,1.8
2018-11-03,Away,2,1,3.0,1.6
2018-11-11,Away,1,3,1.1,1.9
2018-11-24,Home,0,0,0.9,1.2
2018-12-01,Away,2,2,1.1,0.7
2018-12-05,Home,2,2,1.1,1.1
2018-12-08,Home,4,1,2.3,1.2
2018-12-16,Away,1,3,0.7,2.5
2018-12-22,Away,5,1,2.8,1.4
2018-12-26,Home,3,1,1.5,1.1
2018-12-30,Home,4,1,2.9,0.5
2019-01-02,Away,2,0,2.6,0.7
2019-01-13,Away,1,0,0.8,1.8
2019-01-19,Home,2,1,2.4,0.8
2019-01-29,Home,2,2,3.1,0.8
2019-02-03,Away,1,0,1.3,1.5
2019-02-09,Away,3,0,1.9,2.2
2019-02-24,Home,0,0,0.3,0.5
2019-02-27,Away,3,1,1.0,1.7
2019-03-02,Home,3,2,2.2,0.4
2019-03-10,Away,0,2,2.3,1.7
2019-03-30,Home,2,1,1.6,1.5
2019-04-02,Away,1,2,1.8,1.8
2019-04-13,Home,2,1,2.5,1.4
2019-04-21,Away,0,4,0.3,1.6
2019-04-24,Home,0,2,0.5,0.5
2019-04-28,Home,1,1,1.1,1.7
2019-05-05,Away,1,1,1.8,1.0
2019-05-12,Home,0,2,1.5,1.6
