season_x,element,name,position,GW,was_home,minutes_per_gameweek,prev_game_minutes_1,prev_game_minutes_2,prev_game_minutes_3,prev_game_minutes_4,prev_game_minutes_5,points_per_game,form,influence_per_game,influence_form,creativity_per_game,creativity_form,threat_per_game,threat_form,ict_index_per_game,ict_form,bps_per_game,bps_form,saves_per_game,clean_sheets_per_game,yellow_cards_per_game,red_cards_per_game,previous_season_minutes_per_gameweek,previous_season_points_per_game,previous_season_influence_per_game,previous_season_creativity_per_game,previous_season_threat_per_game,previous_season_ict_index_per_game,previous_season_bps_per_game,previous_season_saves_per_game,previous_season_clean_sheets_per_game,previous_season_yellow_cards_per_game,previous_season_red_cards_per_game,opp_team_goals_scored_per_game,opp_team_xG_per_game,opp_team_goals_conceded_per_game,opp_team_xGA_per_game,opp_team_goals_scored_form,opp_team_goals_conceded_form,opp_team_goalless_games_per_game,opp_team_clean_sheets_per_game
2023-24,127,Aaron Connolly,FWD,36,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.84861129569658,2.6820110337566674,10.934642676443188,7.797151827205031,20.363601324478854,3.888839456461114,8.533034046018326,0.0,0.1535432238548978,0.06517519502556433,0.00299106509784733,2.085714285714286,1.697142857142857,1.4857142857142858,1.5228571428571427,2.2,2.0,0.11428571428571428,0.22857142857142856
2023-24,530,Aaron Cresswell,DEF,36,0,9.17142857142857,0.0,45.0,0.0,36.0,0.0,0.875,0.4,5.55,2.2,8.175,0.36,0.0,0.0,1.375,0.26,6.625,2.4,0.0,0.0,0.125,0.0,58.81578947368421,2.642857142857143,14.700000000000001,22.603571428571428,2.892857142857143,4.035714285714286,15.678571428571429,0.0,0.21428571428571427,0.10714285714285714,0.0,1.911764705882353,1.947058823529412,1.7352941176470589,1.5411764705882354,2.4,1.8,0.17647058823529413,0.20588235294117646
2023-24,104,Aaron Hickey,DEF,36,1,20.37142857142857,0.0,0.0,0.0,0.0,0.0,1.8888888888888888,0.0,7.3999999999999995,0.0,3.155555555555556,0.0,4.111111111111111,0.0,1.4333333333333333,0.0,9.666666666666666,0.0,0.0,0.2222222222222222,0.5555555555555556,0.0,50.473684210526315,2.423076923076923,8.6,4.607692307692307,3.769230769230769,1.7000000000000002,11.923076923076923,0.0,0.19230769230769232,0.2692307692307692,0.0,1.457142857142857,1.3800000000000001,1.5714285714285714,1.6342857142857141,1.0,1.6,0.3142857142857143,0.2571428571428571
2023-24,17,Aaron Ramsdale,GKP,36,1,15.428571428571429,0.0,0.0,0.0,0.0,0.0,3.3333333333333335,0.0,12.200000000000001,0.0,0.0,0.0,0.0,0.0,1.2166666666666666,0.0,15.0,0.0,1.5,0.3333333333333333,0.0,0.0,90.0,3.763157894736842,20.03684210526316,0.0,0.0,2.005263157894737,17.473684210526315,2.473684210526316,0.3684210526315789,0.02631578947368421,0.0,1.4857142857142858,1.5028571428571427,1.7142857142857142,1.502857142857143,1.6,1.4,0.17142857142857143,0.2571428571428571
2023-24,675,Aaron Ramsey,MID,36,1,15.352941176470589,0.0,0.0,0.0,0.0,0.0,1.2857142857142858,0.0,3.6571428571428575,0.0,2.0,0.0,3.7857142857142856,0.0,0.9071428571428571,0.0,4.428571428571429,0.0,0.0,0.0,0.07142857142857142,0.0,38.81659160044411,2.446254335187396,11.536567459400123,11.822090803099286,11.023374826988386,3.436530331576483,9.822705822356038,0.0,0.1866800099535794,0.1010905846100451,0.003034491895709544,2.176470588235294,1.9088235294117644,1.6176470588235294,1.6617647058823528,2.2,0.8,0.14705882352941177,0.29411764705882354
2023-24,401,Aaron Wan-Bissaka,DEF,36,0,41.8235294117647,90.0,90.0,90.0,90.0,90.0,2.111111111111111,1.6,18.08888888888889,18.880000000000003,8.044444444444444,11.040000000000001,2.7222222222222223,3.2,2.888888888888889,3.3,14.5,11.6,0.0,0.1111111111111111,0.2222222222222222,0.0,37.68421052631579,3.526315789473684,15.284210526315789,11.678947368421053,7.526315789473684,3.4473684210526314,16.210526315789473,0.0,0.42105263157894735,0.10526315789473684,0.0,1.2857142857142858,1.1971428571428568,1.6285714285714286,1.4085714285714286,2.2,1.4,0.2,0.22857142857142856
2023-24,249,Abdoulaye Doucoure,MID,36,0,69.17142857142858,90.0,90.0,90.0,90.0,90.0,3.6551724137931036,3.2,14.248275862068965,8.48,15.06551724137931,11.059999999999999,20.93103448275862,7.8,5.037931034482758,2.7399999999999998,10.655172413793103,8.6,0.0,0.3793103448275862,0.20689655172413793,0.0,40.18421052631579,3.04,12.632,10.448,9.16,3.2119999999999997,10.52,0.0,0.16,0.24,0.04,1.3714285714285714,1.12,2.2,2.06,1.0,3.0,0.14285714285714285,0.05714285714285714
2023-24,190,Abdul Rahman Baba,DEF,36,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.38645313064558,2.52715919180362,14.895018587477873,6.500423209101932,5.483235138286359,2.690535948636446,13.366038579067997,0.0,0.21238606532728785,0.12261063283038234,0.005064090346699851,1.6,1.3714285714285714,1.8571428571428572,1.8571428571428572,1.4,2.2,0.2,0.14285714285714285
2023-24,479,Adam Davies,GKP,36,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.22750433612212,2.451464229976592,14.79166264263042,0.18025130604328413,0.008394745351309109,1.4971773944638087,12.300605241516188,1.9539533008174745,0.18968558396208238,0.025921345575488957,0.00044932012948828263,1.2,1.2942857142857143,1.7714285714285714,1.377142857142857,1.2,2.0,0.2857142857142857,0.11428571428571428
2023-24,138,Adam Lallana,MID,36,1,23.029411764705884,0.0,45.0,13.0,0.0,63.0,1.2083333333333333,1.0,3.358333333333334,1.52,9.820833333333333,7.26,4.583333333333333,3.0,1.7625000000000002,1.16,3.9166666666666665,3.4,0.0,0.08333333333333333,0.08333333333333333,0.0,18.86842105263158,2.9375,9.0125,11.66875,9.5,3.03125,9.125,0.0,0.3125,0.0,0.0,2.085714285714286,1.697142857142857,1.4857142857142858,1.5228571428571427,2.2,2.0,0.11428571428571428,0.22857142857142856
