match_date,Venue,GF,GA,xG,xGA
2021-08-14,Home,3,1,2.4,0.8
2021-08-21,Away,2,2,1.8,1.2
2021-08-28,Away,2,0,1.4,0.7
2021-09-13,Home,3,1,1.4,1.0
2021-09-18,Away,0,3,0.7,0.8
2021-09-25,Home,2,0,1.9,0.5
2021-10-02,Away,1,1,1.3,1.0
2021-10-17,Home,0,1,0.9,1.2
2021-10-23,Home,2,5,1.5,3.7
2021-11-01,Away,1,2,1.5,1.7
2021-11-07,Home,0,0,0.6,0.7
2021-11-21,Away,0,3,0.2,2.5
2021-11-28,Away,0,1,1.0,1.2
2021-12-01,Home,1,4,0.7,2.4
2021-12-06,Home,2,1,0.9,1.0
2021-12-12,Away,1,3,1.0,1.8
2021-12-16,Away,1,1,0.6,2.9
2022-01-02,Home,2,3,1.6,1.7
2022-01-15,Away,1,2,0.6,1.0
2022-01-22,Home,0,1,1.6,0.8
2022-02-08,Away,1,3,0.7,1.9
2022-02-12,Home,3,0,2.7,0.3
2022-02-19,Away,0,2,0.3,2.5
2022-02-26,Home,0,1,0.5,1.8
2022-03-07,Away,0,5,0.2,2.5
2022-03-13,Home,0,1,0.4,0.8
2022-03-17,Home,1,0,0.7,0.9
2022-04-03,Away,1,2,0.7,1.2
2022-04-06,Away,2,3,2.4,2.0
2022-04-09,Home,1,0,0.4,0.8
2022-04-20,Home,1,1,1.8,0.9
2022-04-24,Away,0,2,0.4,1.7
2022-05-01,Home,1,0,0.8,0.8
2022-05-08,Away,2,1,1.1,1.5
2022-05-11,Away,0,0,0.7,0.3
2022-05-15,Home,2,3,2.1,1.4
2022-05-19,Home,3,2,0.8,1.1
2022-05-22,Away,1,5,1.1,4.2
