match_date,Venue,GF,GA,xG,xGA
2021-08-13,Home,2,0,1.2,1.3
2021-08-21,Away,0,0,0.9,0.5
2021-08-28,Away,1,1,0.9,0.7
2021-09-11,Home,0,1,0.4,0.3
2021-09-18,Away,2,0,2.5,0.6
2021-09-25,Home,3,3,2.1,2.8
2021-10-03,Away,2,1,1.2,1.5
2021-10-16,Home,0,1,1.4,0.3
2021-10-24,Home,1,2,1.0,1.5
2021-10-30,Away,1,3,0.8,2.3
2021-11-06,Home,1,2,2.5,1.2
2021-11-20,Away,3,3,0.9,1.5
2021-11-28,Home,1,0,1.2,1.0
2021-12-02,Away,0,2,0.3,1.9
2021-12-05,Away,2,2,1.0,1.2
2021-12-10,Home,2,1,1.6,0.5
2021-12-26,Away,0,2,0.7,0.8
2021-12-29,Home,0,1,0.4,1.1
2022-01-02,Home,2,1,0.6,0.8
2022-01-11,Away,1,4,0.5,1.4
2022-01-16,Away,0,3,0.7,2.7
2022-01-19,Home,1,3,2.3,2.3
2022-01-22,Home,1,2,1.1,0.2
2022-02-09,Away,0,2,0.4,1.9
2022-02-12,Home,0,0,1.6,0.3
2022-02-19,Away,1,2,0.6,1.7
2022-02-26,Home,0,2,0.4,2.7
2022-03-05,Away,3,1,2.0,1.0
2022-03-12,Home,2,0,1.9,0.7
2022-03-20,Away,1,2,1.3,1.0
2022-04-02,Away,4,1,1.8,1.3
2022-04-10,Home,2,0,1.4,0.3
2022-04-16,Away,2,1,1.9,1.7
2022-04-23,Home,0,0,0.9,0.6
2022-05-02,Away,0,3,0.6,2.0
2022-05-07,Home,3,0,2.6,1.4
2022-05-15,Away,3,2,1.4,2.1
2022-05-22,Home,1,2,0.8,1.3
