match_date,Venue,GF,GA,xG,xGA
2021-08-14,Away,2,1,1.0,1.5
2021-08-21,Home,2,0,1.3,0.5
2021-08-28,Home,0,2,0.7,1.4
2021-09-11,Away,1,0,0.3,0.4
2021-09-19,Home,2,1,1.7,1.6
2021-09-27,Away,1,1,0.8,1.4
2021-10-02,Home,0,0,1.1,0.4
2021-10-16,Away,0,0,0.8,1.2
2021-10-23,Home,1,4,1.3,3.8
2021-10-30,Away,2,2,1.0,1.5
2021-11-06,Home,1,1,1.5,0.3
2021-11-20,Away,0,2,0.4,0.7
2021-11-27,Home,0,0,2.1,0.6
2021-12-01,Away,1,1,1.3,1.3
2021-12-04,Away,1,1,1.6,1.6
2021-12-15,Home,0,1,1.2,1.0
2021-12-26,Home,2,0,0.8,0.7
2021-12-29,Away,1,1,0.9,0.7
2022-01-02,Away,3,2,1.7,1.6
2022-01-14,Home,1,1,2.0,0.2
2022-01-18,Home,1,1,0.7,0.7
2022-01-23,Away,1,1,1.1,1.4
2022-02-12,Away,2,0,1.6,0.5
2022-02-15,Away,0,2,0.7,1.7
2022-02-19,Home,0,3,0.6,0.7
2022-02-26,Home,0,2,0.7,1.0
2022-03-05,Away,1,2,1.5,1.7
2022-03-12,Home,0,2,0.5,2.2
2022-03-16,Home,0,2,0.7,2.2
2022-04-02,Home,0,0,2.8,0.4
2022-04-09,Away,2,1,0.6,1.9
2022-04-16,Away,1,0,0.6,0.5
2022-04-20,Away,0,3,0.2,1.3
2022-04-24,Home,2,2,1.7,0.9
2022-04-30,Away,3,0,2.6,0.7
2022-05-07,Home,4,0,2.3,0.9
2022-05-15,Away,1,1,2.2,1.6
2022-05-22,Home,3,1,1.6,0.2
