match_date,Venue,GF,GA,xG,xGA
2021-08-14,Home,3,0,0.7,0.2
2021-08-22,Away,2,0,3.1,0.3
2021-08-28,Away,1,1,0.6,2.5
2021-09-11,Home,3,0,1.3,1.2
2021-09-19,Away,3,0,2.1,0.5
2021-09-25,Home,0,1,0.2,1.7
2021-10-02,Home,3,1,3.3,1.3
2021-10-16,Away,1,0,0.3,1.4
2021-10-23,Home,7,0,3.1,0.1
2021-10-30,Away,3,0,2.2,0.2
2021-11-06,Home,1,1,1.8,0.7
2021-11-20,Away,3,0,2.0,0.4
2021-11-28,Home,1,1,2.7,0.9
2021-12-01,Away,2,1,0.9,1.0
2021-12-04,Away,2,3,1.1,1.8
2021-12-11,Home,3,2,2.5,1.4
2021-12-16,Home,1,1,2.9,0.6
2021-12-19,Away,0,0,0.9,0.2
2021-12-26,Away,3,1,2.6,0.4
2021-12-29,Home,1,1,0.7,0.9
2022-01-02,Home,2,2,1.2,1.3
2022-01-15,Away,0,1,0.3,1.0
2022-01-18,Away,1,1,0.7,0.7
2022-01-23,Home,2,0,1.2,0.5
2022-02-19,Away,1,0,0.9,0.5
2022-03-05,Away,4,0,2.3,0.7
2022-03-10,Away,3,1,1.8,1.0
2022-03-13,Home,1,0,1.1,0.3
2022-04-02,Home,1,4,1.3,1.8
2022-04-09,Away,6,0,4.2,0.5
2022-04-20,Home,2,4,0.7,2.0
2022-04-24,Home,1,0,3.0,0.5
2022-04-28,Away,1,1,1.9,0.5
2022-05-01,Away,0,1,0.8,0.8
2022-05-07,Home,2,2,1.7,2.0
2022-05-11,Away,3,0,1.3,0.4
2022-05-19,Home,1,1,1.6,0.1
2022-05-22,Home,2,1,2.2,0.6
