match_date,Venue,GF,GA,xG,xGA
2021-08-14,Away,0,3,0.2,0.7
2021-08-21,Home,0,0,0.5,0.9
2021-08-28,Away,2,2,1.1,1.3
2021-09-11,Home,3,0,2.1,0.1
2021-09-18,Away,0,3,0.6,3.1
2021-09-27,Home,1,1,1.4,0.8
2021-10-03,Home,2,2,1.5,1.2
2021-10-18,Away,2,2,0.7,1.7
2021-10-23,Home,1,1,1.9,0.3
2021-10-30,Away,2,0,0.7,0.7
2021-11-06,Home,2,0,1.9,0.3
2021-11-20,Away,3,3,1.9,1.5
2021-11-27,Home,1,2,1.0,0.5
2021-11-30,Away,0,1,1.1,1.4
2021-12-05,Away,0,1,0.5,0.9
2021-12-12,Home,3,1,1.8,1.0
2021-12-15,Home,2,2,1.2,0.6
2021-12-26,Away,0,3,0.2,2.3
2021-12-28,Home,3,0,1.9,0.9
2022-01-01,Home,2,3,2.4,2.2
2022-01-14,Away,1,1,0.2,2.0
2022-01-23,Home,1,3,2.2,1.9
2022-02-09,Away,1,1,1.3,0.4
2022-02-12,Away,0,0,0.3,1.6
2022-02-19,Home,0,1,0.5,0.9
2022-02-23,Away,4,1,1.1,1.4
2022-02-26,Home,1,1,1.0,0.2
2022-03-05,Away,2,0,2.7,0.7
2022-03-14,Home,0,0,0.6,2.8
2022-04-04,Home,3,0,1.5,0.8
2022-04-10,Away,1,2,1.4,1.0
2022-04-20,Away,0,1,0.5,0.9
2022-04-25,Home,0,0,1.9,0.5
2022-04-30,Away,2,1,1.1,0.6
2022-05-07,Home,1,0,2.2,0.4
2022-05-15,Away,1,1,1.4,1.0
2022-05-19,Away,2,3,1.1,0.8
2022-05-22,Home,1,0,0.6,0.7
