match_date,Venue,GF,GA,xG,xGA
2021-08-14,Home,5,1,1.5,0.5
2021-08-22,Away,1,1,1.8,0.7
2021-08-29,Away,1,0,0.6,2.1
2021-09-11,Home,4,1,2.5,0.4
2021-09-19,Away,2,1,2.0,1.6
2021-09-25,Home,0,1,2.2,1.0
2021-10-02,Home,1,1,1.0,1.3
2021-10-16,Away,2,4,1.2,2.4
2021-10-24,Home,0,5,1.6,3.4
2021-10-30,Away,3,0,1.5,1.0
2021-11-06,Home,0,2,0.9,1.6
2021-11-20,Away,1,4,1.4,2.7
2021-11-28,Away,1,1,0.9,2.7
2021-12-02,Home,3,2,1.9,1.4
2021-12-05,Home,1,0,0.9,0.5
2021-12-11,Away,1,0,2.0,1.2
2021-12-27,Away,1,1,1.6,1.3
2021-12-30,Home,3,1,2.4,1.1
2022-01-03,Home,0,1,0.8,0.7
2022-01-15,Away,2,2,1.0,1.9
2022-01-19,Away,3,1,2.3,2.3
2022-01-22,Home,1,0,1.9,0.3
2022-02-08,Away,1,1,1.8,0.4
2022-02-12,Home,1,1,2.1,0.8
2022-02-15,Home,2,0,1.7,0.7
2022-02-20,Away,4,2,2.2,1.8
2022-02-26,Home,0,0,2.8,0.6
2022-03-06,Away,1,4,0.5,2.7
2022-03-12,Home,3,2,1.0,1.5
2022-04-02,Home,1,1,0.9,0.8
2022-04-09,Away,0,1,0.8,0.4
2022-04-16,Home,3,2,1.9,1.5
2022-04-19,Away,0,4,0.1,2.0
2022-04-23,Away,1,3,1.8,2.3
2022-04-28,Home,1,1,0.5,1.9
2022-05-02,Home,3,0,2.0,0.6
2022-05-07,Away,0,4,0.9,2.3
2022-05-22,Away,0,1,0.7,0.6
