match_date,Venue,GF,GA,xG,xGA
2021-08-15,Away,0,1,1.8,1.0
2021-08-21,Home,5,0,2.6,0.1
2021-08-28,Home,5,0,4.4,0.2
2021-09-11,Away,1,0,2.8,0.6
2021-09-18,Home,0,0,1.0,0.4
2021-09-25,Away,1,0,1.7,0.2
2021-10-03,Away,2,2,1.2,0.9
2021-10-16,Home,2,0,2.1,0.9
2021-10-23,Away,4,1,3.8,1.3
2021-10-30,Home,0,2,0.7,0.7
2021-11-06,Away,2,0,1.6,0.9
2021-11-21,Home,3,0,2.5,0.2
2021-11-28,Home,2,1,2.1,0.2
2021-12-01,Away,2,1,1.0,0.8
2021-12-04,Away,3,1,3.1,0.8
2021-12-11,Home,1,0,3.2,0.2
2021-12-14,Home,7,0,3.1,0.3
2021-12-19,Away,4,0,2.9,0.3
2021-12-26,Home,6,3,3.6,2.7
2021-12-29,Away,1,0,1.1,0.4
2022-01-01,Away,2,1,2.0,0.8
2022-01-15,Home,1,0,1.0,0.3
2022-01-22,Away,1,1,1.8,0.8
2022-02-09,Home,2,0,1.9,0.4
2022-02-12,Away,4,0,4.6,0.4
2022-02-19,Home,2,3,2.1,1.4
2022-02-26,Away,1,0,1.8,0.5
2022-03-06,Home,4,1,2.7,0.5
2022-03-14,Away,0,0,2.8,0.6
2022-04-02,Away,2,0,1.8,0.1
2022-04-10,Home,2,2,1.3,1.3
2022-04-20,Home,3,0,1.3,0.2
2022-04-23,Home,5,1,3.6,0.5
2022-04-30,Away,4,0,2.4,1.3
2022-05-08,Home,5,0,3.1,0.8
2022-05-11,Away,5,1,2.3,0.5
2022-05-15,Away,2,2,2.4,1.1
2022-05-22,Home,3,2,3.4,0.2
