match_date,Venue,GF,GA,xG,xGA
2021-08-15,Home,1,0,1.0,1.8
2021-08-22,Away,1,0,1.7,1.7
2021-08-29,Home,1,0,1.0,0.8
2021-09-11,Away,0,3,0.1,2.1
2021-09-19,Home,0,3,0.5,2.1
2021-09-26,Away,1,3,1.0,1.1
2021-10-03,Home,2,1,1.3,1.2
2021-10-17,Away,3,2,1.7,0.4
2021-10-24,Away,0,1,0.7,1.3
2021-10-30,Home,0,3,1.0,1.5
2021-11-07,Away,0,0,0.7,0.6
2021-11-21,Home,2,1,2.1,1.4
2021-12-02,Home,2,0,1.9,0.3
2021-12-05,Home,3,0,1.6,1.2
2021-12-19,Home,2,2,3.0,1.1
2021-12-26,Home,3,0,2.3,0.2
2021-12-28,Away,1,1,2.3,0.4
2022-01-01,Away,1,0,2.2,0.3
2022-01-19,Away,3,2,3.1,1.2
2022-01-23,Away,0,2,0.5,1.2
2022-02-09,Home,2,3,1.4,2.2
2022-02-13,Home,0,2,1.2,1.3
2022-02-19,Away,3,2,1.4,2.1
2022-02-23,Away,0,1,0.7,0.9
2022-02-26,Away,4,0,1.9,1.5
2022-03-07,Home,5,0,2.5,0.2
2022-03-12,Away,2,3,1.5,1.0
2022-03-16,Away,2,0,2.2,0.7
2022-03-20,Home,3,1,3.0,0.6
2022-04-03,Home,5,1,3.1,0.5
2022-04-09,Away,4,0,1.1,1.6
2022-04-16,Home,0,1,0.5,0.6
2022-04-23,Away,0,0,0.6,0.9
2022-05-01,Home,3,1,1.2,0.5
2022-05-07,Away,1,1,0.9,1.3
2022-05-12,Home,3,0,2.7,0.5
2022-05-15,Home,1,0,2.2,0.7
2022-05-22,Away,5,0,3.4,0.5
